description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Xtal Can Input	1			100	16	475	260000		7	can9	"xt5,qty=6"						useitem				xtal-05			740	740																																																																															0
Xtal Can Input	1			100	16	476	260000		7	can9	"xt6,qty=6"						useitem				xtal-06			740	740																																																																															0
Xtal Can Input	1			100	16	477	260000		7	can9	"xt7,qty=6"						useitem				xtal-07			740	740																																																																															0
Xtal Can Input	1			100	16	478	260000		7	can9	"xt8,qty=6"						useitem				xtal-08			740	740																																																																															0
Xtal Can Input	1			100	16	479	260000		7	can9	"xt9,qty=6"						useitem				xtal-09			740	740																																																																															0
Xtal Can Input	1			100	16	480	260000		7	can9	"xtx,qty=6"						useitem				xtal-10			740	740																																																																															0
Xtal Can Input	1			100	16	481	260000		7	can9	"xty,qty=6"						useitem				xtal-11			740	740																																																																															0
Xtal Can Output	1			100	15	470	1		2	xu0	ko0						useitem				xtal-00			-1	-1																					xr0																													ko0																													0
Xtal Can Output	1			100	15	471	1		2	xu1	ko0						useitem				xtal-01			-1	-1																					xr1																													ko0																													0
Xtal Can Output	1			100	15	472	1		2	xu2	ko0						useitem				xtal-02			-1	-1																					xr2																													ko0																													0
Xtal Can Output	1			100	15	473	1		2	xu3	ko0						useitem				xtal-03			-1	-1																					xr3																													ko0																													0
Xtal Can Output	1			100	15	474	1		2	xu4	ko0						useitem				xtal-04			-1	-1																					xr4																													ko0																													0
Xtal Can Output	1			100	15	475	1		2	xu5	ko0						useitem				xtal-05			-1	-1																					xr5																													ko0																													0
Xtal Can Output	1			100	15	476	1		2	xu6	ko0						useitem				xtal-06			-1	-1																					xr6																													ko0																													0
Xtal Can Output	1			100	15	477	1		2	xu7	ko0						useitem				xtal-07			-1	-1																					xr7																													ko0																													0
Xtal Can Output	1			100	15	478	1		2	xu8	ko0						useitem				xtal-08			-1	-1																					xr8																													ko0																													0
Xtal Can Output	1			100	15	479	1		2	xu9	ko0						useitem				xtal-09			-1	-1																					xr9																													ko0																													0
Xtal Can Output	1			100	15	480	1		2	xux	ko0						useitem				xtal-10			-1	-1																					xrx																													ko0																													0
Xtal Can Output	1			100	15	481	1		2	xuy	ko0						useitem				xtal-11			-1	-1																					xry																													ko0																													0
Xtal Can Output	1			100	15	470	10		2	xu0	ko1						useitem				xtal-00			-10	-10																					xl0																													ko1																													0
Xtal Can Output	1			100	15	471	10		2	xu1	ko1						useitem				xtal-01			-10	-10																					xl1																													ko1																													0
Xtal Can Output	1			100	15	472	10		2	xu2	ko1						useitem				xtal-02			-10	-10																					xl2																													ko1																													0
Xtal Can Output	1			100	15	473	10		2	xu3	ko1						useitem				xtal-03			-10	-10																					xl3																													ko1																													0
Xtal Can Output	1			100	15	474	10		2	xu4	ko1						useitem				xtal-04			-10	-10																					xl4																													ko1																													0
Xtal Can Output	1			100	15	475	10		2	xu5	ko1						useitem				xtal-05			-10	-10																					xl5																													ko1																													0
Xtal Can Output	1			100	15	476	10		2	xu6	ko1						useitem				xtal-06			-10	-10																					xl6																													ko1																													0
Xtal Can Output	1			100	15	477	10		2	xu7	ko1						useitem				xtal-07			-10	-10																					xl7																													ko1																													0
Xtal Can Output	1			100	15	478	10		2	xu8	ko1						useitem				xtal-08			-10	-10																					xl8																													ko1																													0
Xtal Can Output	1			100	15	479	10		2	xu9	ko1						useitem				xtal-09			-10	-10																					xl9																													ko1																													0
Xtal Can Output	1			100	15	480	10		2	xux	ko1						useitem				xtal-10			-10	-10																					xlx																													ko1																													0
Xtal Can Output	1			100	15	481	10		2	xuy	ko1						useitem				xtal-11			-10	-10																					xly																													ko1																													0
Xtal Can Output	1			100	15	470	120		2	xu0	ko2						useitem				xtal-00			-120	-120																					xt0																													ko2																													0
Xtal Can Output - FS > SQ	1			100	15	470	10		2	xu0	skz						useitem				xtal-00			-10	-10																					xl1																																																										0
Xtal Can Output - SQ > BS	1			100	15	471	10		2	xu1	skz						useitem				xtal-01			-10	-10																					xl2																																																										0
Xtal Can Output - BS > BS	1			100	15	472	10		2	xu2	skz						useitem				xtal-02			-10	-10																					xl3																																																										0
Xtal Can Output - BS > DA	1			100	15	473	10		2	xu3	skz						useitem				xtal-03			-10	-10																					xl4																																																										0
Xtal Can Output - DA > BP	1			100	15	474	10		2	xu4	skz						useitem				xtal-04			-10	-10																					xl5																																																										0
Xtal Can Output - BP > PO	1			100	15	475	10		2	xu5	skz						useitem				xtal-05			-10	-10																					xl6																																																										0
Xtal Can Output - PO > EC	1			100	15	476	10		2	xu6	skz						useitem				xtal-06			-10	-10																					xl7																																																										0
Xtal Can Output - EC > TJ	1			100	15	477	10		2	xu7	skz						useitem				xtal-07			-10	-10																					xl8																																																										0
Xtal Can Output - TJ > SM	1			100	15	478	10		2	xu8	skz						useitem				xtal-08			-10	-10																					xl9																																																										0
Xtal Can Output - SM > SA	1			100	15	479	10		2	xu9	skz						useitem				xtal-09			-10	-10																					xlx																																																										0
Xtal Can Output - SA > TT	1			100	15	480	10		2	xux	skz						useitem				xtal-10			-10	-10																					xly																																																										0
Xtal Can Output - TT > FS	1			100	15	481	10		2	xuy	skz						useitem				xtal-11			-10	-10																					xl0																																																										0
Xtal Can Output - TT > SA	1			100	15	481	10		2	xuy	gpk						useitem				xtal-11			-10	-10																					xlx																																																										0
Xtal Can Output - SA > SM	1			100	15	480	10		2	xux	gpk						useitem				xtal-10			-10	-10																					xl9																																																										0
Xtal Can Output - SM > TJ	1			100	15	479	10		2	xu9	gpk						useitem				xtal-09			-10	-10																					xl8																																																										0
Xtal Can Output - TJ > EC	1			100	15	478	10		2	xu8	gpk						useitem				xtal-08			-10	-10																					xl7																																																										0
Xtal Can Output - EC > PO	1			100	15	477	10		2	xu7	gpk						useitem				xtal-07			-10	-10																					xl6																																																										0
Xtal Can Output - PO > BP	1			100	15	476	10		2	xu6	gpk						useitem				xtal-06			-10	-10																					xl5																																																										0
Xtal Can Output - BP > DA	1			100	15	475	10		2	xu5	gpk						useitem				xtal-05			-10	-10																					xl4																																																										0
Xtal Can Output - DA > BS	1			100	15	474	10		2	xu4	gpk						useitem				xtal-04			-10	-10																					xl3																																																										0
Xtal Can Output - BS > BS	1			100	15	473	10		2	xu3	gpk						useitem				xtal-03			-10	-10																					xl2																																																										0
Xtal Can Output - BS > SQ	1			100	15	472	10		2	xu2	gpk						useitem				xtal-02			-10	-10																					xl1																																																										0
Xtal Can Output - SQ > FS	1			100	15	471	10		2	xu1	gpk						useitem				xtal-01			-10	-10																					xl0																																																										0
Xtal Can Output - FS > TT	1			100	15	470	10		2	xu0	gpk						useitem				xtal-00			-10	-10																					xly																																																										0
Xtal Can Output	1			100	15	471	120		2	xu1	ko2						useitem				xtal-01			-120	-120																					xt1																													ko2																													0
Xtal Can Output	1			100	15	472	120		2	xu2	ko2						useitem				xtal-02			-120	-120																					xt2																													ko2																													0
Xtal Can Output	1			100	15	473	120		2	xu3	ko2						useitem				xtal-03			-120	-120																					xt3																													ko2																													0
Xtal Can Output	1			100	15	474	120		2	xu4	ko2						useitem				xtal-04			-120	-120																					xt4																													ko2																													0
Xtal Can Output	1			100	15	475	120		2	xu5	ko2						useitem				xtal-05			-120	-120																					xt5																													ko2																													0
Xtal Can Output	1			100	15	476	120		2	xu6	ko2						useitem				xtal-06			-120	-120																					xt6																													ko2																													0
Xtal Can Output	1			100	15	477	120		2	xu7	ko2						useitem				xtal-07			-120	-120																					xt7																													ko2																													0
Xtal Can Output	1			100	15	478	120		2	xu8	ko2						useitem				xtal-08			-120	-120																					xt8																													ko2																													0
Xtal Can Output	1			100	15	479	120		2	xu9	ko2						useitem				xtal-09			-120	-120																					xt9																													ko2																													0
Xtal Can Output	1			100	15	480	120		2	xux	ko2						useitem				xtal-10			-120	-120																					xtx																													ko2																													0
Xtal Can Output	1			100	15	481	120		2	xuy	ko2						useitem				xtal-11			-120	-120																					xty																													ko2																													0
Ore -> Xtal	1			100	15	470	10		1	ore							useitem				xtal-00			-10	-10																					xl0																																																										0
Ore -> Xtal	1			100	15	471	10		1	ore							useitem				xtal-01			-10	-10																					xl1																																																										0
Ore -> Xtal	1			100	15	472	10		1	ore							useitem				xtal-02			-10	-10																					xl2																																																										0
Ore -> Xtal	1			100	15	473	10		1	ore							useitem				xtal-03			-10	-10																					xl3																																																										0
Ore -> Xtal	1			100	15	474	10		1	ore							useitem				xtal-04			-10	-10																					xl4																																																										0
Ore -> Xtal	1			100	15	475	10		1	ore							useitem				xtal-05			-10	-10																					xl5																																																										0
Ore -> Xtal	1			100	15	476	10		1	ore							useitem				xtal-06			-10	-10																					xl6																																																										0
Ore -> Xtal	1			100	15	477	10		1	ore							useitem				xtal-07			-10	-10																					xl7																																																										0
Ore -> Xtal	1			100	15	478	10		1	ore							useitem				xtal-08			-10	-10																					xl8																																																										0
Ore -> Xtal	1			100	15	479	10		1	ore							useitem				xtal-09			-10	-10																					xl9																																																										0
Ore -> Xtal	1			100	15	480	10		1	ore							useitem				xtal-10			-10	-10																					xlx																																																										0
Ore -> Xtal	1			100	15	481	10		1	ore							useitem				xtal-11			-10	-10																					xly																																																										0
Ore -> Xtal	1			100	15	470	2		1	ore							useitem				xtal-00			-2	-2																					xr0																													xr0																													0
Ore -> Xtal	1			100	15	471	2		1	ore							useitem				xtal-01			-2	-2																					xr1																													xr1																													0
Ore -> Xtal	1			100	15	472	2		1	ore							useitem				xtal-02			-2	-2																					xr2																													xr2																													0
Ore -> Xtal	1			100	15	473	2		1	ore							useitem				xtal-03			-2	-2																					xr3																													xr3																													0
Ore -> Xtal	1			100	15	474	2		1	ore							useitem				xtal-04			-2	-2																					xr4																													xr4																													0
Ore -> Xtal	1			100	15	475	2		1	ore							useitem				xtal-05			-2	-2																					xr5																													xr5																													0
Ore -> Xtal	1			100	15	476	2		1	ore							useitem				xtal-06			-2	-2																					xr6																													xr6																													0
Ore -> Xtal	1			100	15	477	2		1	ore							useitem				xtal-07			-2	-2																					xr7																													xr7																													0
Ore -> Xtal	1			100	15	478	2		1	ore							useitem				xtal-08			-2	-2																					xr8																													xr8																													0
Ore -> Xtal	1			100	15	479	2		1	ore							useitem				xtal-09			-2	-2																					xr9																													xr9																													0
Ore -> Xtal	1			100	15	480	2		1	ore							useitem				xtal-10			-2	-2																					xrx																													xrx																													0
Ore -> Xtal	1			100	15	481	2		1	ore							useitem				xtal-11			-2	-2																					xry																													xry																													0
Ore -> Xtal	1			100	15	470	1		1	ore							useitem				xtal-00			-1	-1																					xr0																																																										0
Ore -> Xtal	1			100	15	471	1		1	ore							useitem				xtal-01			-1	-1																					xr1																																																										0
Ore -> Xtal	1			100	15	472	1		1	ore							useitem				xtal-02			-1	-1																					xr2																																																										0
Ore -> Xtal	1			100	15	473	1		1	ore							useitem				xtal-03			-1	-1																					xr3																																																										0
Ore -> Xtal	1			100	15	474	1		1	ore							useitem				xtal-04			-1	-1																					xr4																																																										0
Ore -> Xtal	1			100	15	475	1		1	ore							useitem				xtal-05			-1	-1																					xr5																																																										0
Ore -> Xtal	1			100	15	476	1		1	ore							useitem				xtal-06			-1	-1																					xr6																																																										0
Ore -> Xtal	1			100	15	477	1		1	ore							useitem				xtal-07			-1	-1																					xr7																																																										0
Ore -> Xtal	1			100	15	478	1		1	ore							useitem				xtal-08			-1	-1																					xr8																																																										0
Ore -> Xtal	1			100	15	479	1		1	ore							useitem				xtal-09			-1	-1																					xr9																																																										0
Ore -> Xtal	1			100	15	480	1		1	ore							useitem				xtal-10			-1	-1																					xrx																																																										0
Ore -> Xtal	1			100	15	481	1		1	ore							useitem				xtal-11			-1	-1																					xry																																																										0
Xtal Can Input	1			100					2	can9	00h						useitem				xtal-00			3	3	xtal-01			3	3	xtal-02			3	3																																																																					0
Xtal Can Input	1			100					2	can9	00r						useitem				xtal-03			3	3	xtal-04			3	3	xtal-05			3	3																																																																					0
Xtal Can Input	1			100					2	can9	00g						useitem				xtal-06			3	3	xtal-07			3	3	xtal-08			3	3																																																																					0
Xtal Can Input	1			100					2	can9	00t						useitem				xtal-09			3	3	xtal-10			3	3	xtal-11			3	3																																																																					0
Xtal Can Output	0			100	15	476	10		2	xu6	key						useitem				xtal-06			-10	-10																					00h																													key																													0
Xtal Can Output	0			100	15	478	10		2	xu8	key						useitem				xtal-08			-10	-10																					00r																													key																													0
Xtal Can Output	0			100	15	479	10		2	xu9	key						useitem				xtal-09			-10	-10																					00g																													key																													0
Xtal Can Output	0			100	15	480	10		2	xux	key						useitem				xtal-10			-10	-10																					00t																													key																													0
Trap	1			100					3	cix	ddd	"ring,mag"					void																																																																																							0
Trap	1			100					3	ci4	ddd	"ring,mag"					void																																																																																							0
Trap	1			100					3	ci2	ddd	"ring,mag"					void																																																																																							0
Trap	1			100					3	phlm	ddd	"ring,mag"					void																																																																																							0
Trap	1			100					3	pelt	ddd	"ring,mag"					void																																																																																							0
Trap White Helm -> Hachigane	1			100					3	"helm,nor"	ddd	"ring,mag"					void																																																																																							0
Trap White Helm -> Hachigane	1			100					3	"helm,hiq"	ddd	"ring,mag"					void																																																																																							0
Trap White Helm -> Hachigane	1			100					3	"helm,low"	ddd	"ring,mag"					void																																																																																							0
Helm -> Hachigane	1			100					3	cap	ddd	"ring,mag"					"cix,mod"																																																																																							0
Helm -> Hachigane	1			100					3	skp	ddd	"ring,mag"					"cix,mod"				ease			100	100																																																																															0
Helm -> Hachigane	1			100					3	hlm	ddd	"ring,mag"					"cix,mod"				ease			140	140																																																																															0
Helm -> Hachigane	1			100					3	fhl	ddd	"ring,mag"					"cix,mod"				ease			170	170																																																																															0
Helm -> Hachigane	1			100					3	ghm	ddd	"ring,mag"					"cix,mod"				ease			200	200																																																																															0
Helm -> Hachigane	1			100					3	crn	ddd	"ring,mag"					"cix,mod"				ease			200	200																																																																															0
Helm -> Hachigane	1			100					3	msk	ddd	"ring,mag"					"cix,mod"				ease			150	150																																																																															0
Helm -> Hachigane	1			100					3	bhm	ddd	"ring,mag"					"cix,mod"				ease			170	170																																																																															0
Helm -> Faceguard	1			100					3	xap	ddd	"ring,mag"					"ci4,mod"																																																																																							0
Helm -> Faceguard	1			100					3	xkp	ddd	"ring,mag"					"ci4,mod"				ease			100	100																																																																															0
Helm -> Faceguard	1			100					3	xlm	ddd	"ring,mag"					"ci4,mod"				ease			140	140																																																																															0
Helm -> Faceguard	1			100					3	xhl	ddd	"ring,mag"					"ci4,mod"				ease			170	170																																																																															0
Helm -> Faceguard	1			100					3	xhm	ddd	"ring,mag"					"ci4,mod"				ease			200	200																																																																															0
Helm -> Faceguard	1			100					3	xrn	ddd	"ring,mag"					"ci4,mod"				ease			200	200																																																																															0
Helm -> Faceguard	1			100					3	xsk	ddd	"ring,mag"					"ci4,mod"				ease			150	150																																																																															0
Helm -> Faceguard	1			100					3	xh9	ddd	"ring,mag"					"ci4,mod"				ease			170	170																																																																															0
Helm -> Tiara	1			100					3	yap	ddd	"ring,mag"					"ci2,mod"																																																																																							0
Helm -> Tiara	1			100					3	ykp	ddd	"ring,mag"					"ci2,mod"				ease			100	100																																																																															0
Helm -> Tiara	1			100					3	ylm	ddd	"ring,mag"					"ci2,mod"				ease			140	140																																																																															0
Helm -> Tiara	1			100					3	yhl	ddd	"ring,mag"					"ci2,mod"				ease			170	170																																																																															0
Helm -> Tiara	1			100					3	yhm	ddd	"ring,mag"					"ci2,mod"				ease			200	200																																																																															0
Helm -> Tiara	1			100					3	yrn	ddd	"ring,mag"					"ci2,mod"				ease			200	200																																																																															0
Helm -> Tiara	1			100					3	ysk	ddd	"ring,mag"					"ci2,mod"				ease			150	150																																																																															0
Helm -> Tiara	1			100					3	yh9	ddd	"ring,mag"					"ci2,mod"				ease			170	170																																																																															0
Helm -> Hachigane	1			100					3	2ap	ddd	"ring,mag"					"cix,mod"																																																																																							0
Helm -> Hachigane	1			100					3	2kp	ddd	"ring,mag"					"cix,mod"				ease			100	100																																																																															0
Helm -> Hachigane	1			100					3	2lm	ddd	"ring,mag"					"cix,mod"				ease			140	140																																																																															0
Helm -> Hachigane	1			100					3	2hl	ddd	"ring,mag"					"cix,mod"				ease			170	170																																																																															0
Helm -> Hachigane	1			100					3	2hm	ddd	"ring,mag"					"cix,mod"				ease			200	200																																																																															0
Helm -> Hachigane	1			100					3	2rn	ddd	"ring,mag"					"cix,mod"				ease			200	200																																																																															0
Helm -> Hachigane	1			100					3	2sk	ddd	"ring,mag"					"cix,mod"				ease			150	150																																																																															0
Helm -> Hachigane	1			100					3	2h9	ddd	"ring,mag"					"cix,mod"				ease			170	170																																																																															0
Helm -> Faceguard	1			100					3	4ap	ddd	"ring,mag"					"ci4,mod"																																																																																							0
Helm -> Faceguard	1			100					3	4kp	ddd	"ring,mag"					"ci4,mod"				ease			100	100																																																																															0
Helm -> Faceguard	1			100					3	4lm	ddd	"ring,mag"					"ci4,mod"				ease			140	140																																																																															0
Helm -> Faceguard	1			100					3	4hl	ddd	"ring,mag"					"ci4,mod"				ease			170	170																																																																															0
Helm -> Faceguard	1			100					3	4hm	ddd	"ring,mag"					"ci4,mod"				ease			200	200																																																																															0
Helm -> Faceguard	1			100					3	4rn	ddd	"ring,mag"					"ci4,mod"				ease			200	200																																																																															0
Helm -> Faceguard	1			100					3	4sk	ddd	"ring,mag"					"ci4,mod"				ease			150	150																																																																															0
Helm -> Faceguard	1			100					3	4h9	ddd	"ring,mag"					"ci4,mod"				ease			170	170																																																																															0
Helm -> Tiara	1			100					3	uap	ddd	"ring,mag"					"ci2,mod"																																																																																							0
Helm -> Tiara	1			100					3	ukp	ddd	"ring,mag"					"ci2,mod"				ease			100	100																																																																															0
Helm -> Tiara	1			100					3	ulm	ddd	"ring,mag"					"ci2,mod"				ease			140	140																																																																															0
Helm -> Tiara	1			100					3	uhl	ddd	"ring,mag"					"ci2,mod"				ease			170	170																																																																															0
Helm -> Tiara	1			100					3	uhm	ddd	"ring,mag"					"ci2,mod"				ease			200	200																																																																															0
Helm -> Tiara	1			100					3	urn	ddd	"ring,mag"					"ci2,mod"				ease			200	200																																																																															0
Helm -> Tiara	1			100					3	usk	ddd	"ring,mag"					"ci2,mod"				ease			150	150																																																																															0
Helm -> Tiara	1			100					3	uh9	ddd	"ring,mag"					"ci2,mod"				ease			170	170																																																																															0
Eraser Page Change	1			100					1	me0							me1																																																																																							0
Eraser Page Change	1			100					1	me1							me2																																																																																							0
Eraser Page Change	1			100					1	me2							me3																																																																																							0
Eraser Page Change	1			100					1	me3							me4																																																																																							0
Eraser Page Change	1			100					1	me4							me5																																																																																							0
Eraser Page Change	1			100					1	me5							me6																																																																																							0
Eraser Page Change	1			100					1	me6							me7																																																																																							0
Eraser Page Change	1			100					1	me7							me8																																																																																							0
Eraser Page Change	1			100					1	me8							me0																																																																																							0
Eraser F-Res	1			100	15	39	10		3	"weap,nru"	me0	gcr					"useitem,rem"				res-fire			-10	-10																					me0																													gcr																													0
Eraser C-Res	1			100	15	43	10		3	"weap,nru"	me0	gcb					"useitem,rem"				res-cold			-10	-10																					me0																													gcb																													0
Eraser L-Res	1			100	15	41	10		3	"weap,nru"	me0	gcy					"useitem,rem"				res-ltng			-10	-10																					me0																													gcy																													0
Eraser P-Res	1			100	15	45	10		3	"weap,nru"	me0	gcg					"useitem,rem"				res-pois			-10	-10																					me0																													gcg																													0
Eraser Def	1			100	15	31	10		3	"weap,nru"	me0	gcw					"useitem,rem"				ac			-10	-10																					me0																													gcw																													0
Eraser Def%	1			100	15	16	10		3	"weap,nru"	me0	gcv					"useitem,rem"				ac%			-10	-10																					me0																													gcv																													0
Eraser Gold	1			100	15	79	10		3	"weap,nru"	me0	skc					"useitem,rem"				gold%			-10	-10																					me0																													skc																													0
Eraser Magic	1			100	15	80	10		3	"weap,nru"	me0	gck					"useitem,rem"				mag%			-10	-10																					me0																													gck																													0
Eraser DefMis	1			100	15	32	10		3	"weap,nru"	me0	hpot					"useitem,rem"				ac-miss			-10	-10																					me0																													hp1																													0
Eraser DefMel	1			100	15	33	10		3	"weap,nru"	me0	mpot					"useitem,rem"				ac-hth			-10	-10																					me0																													mp1																													0
Eraser PLR	1			100	15	110	10		3	"weap,nru"	me0	yps					"useitem,rem"				res-pois-len			-10	-10																					me0																													yps																													0
Eraser DamU	1			100	15	122	10		3	"weap,nru"	me1	gcw					"useitem,rem"				dmg-undead			-10	-10																					me1																													gcw																													0
Eraser AR_U	1			100	15	124	10		3	"weap,nru"	me1	gcv					"useitem,rem"				att-undead			-10	-10																					me1																													gcv																													0
Eraser DamD	1			100	15	121	10		3	"weap,nru"	me1	skc					"useitem,rem"				dmg-demon			-10	-10																					me1																													skc																													0
Eraser AR_D	1			100	15	123	10		3	"weap,nru"	me1	gck					"useitem,rem"				att-demon			-10	-10																					me1																													gck																													0
Eraser LL	1			100	15	60	10		3	"weap,nru"	me1	hpot					"useitem,rem"				lifesteal			-10	-10																					me1																													hp1																													0
Eraser ML	1			100	15	62	10		3	"weap,nru"	me1	mpot					"useitem,rem"				manasteal			-10	-10																					me1																													mp1																													0
Eraser FHR	1			100	15	99	10		3	"weap,nru"	me1	yps					"useitem,rem"				balance1			-10	-10																					me1																													yps																													0
Eraser SlowSt	1			100	15	154	10		3	"weap,nru"	me1	vps					"useitem,rem"				stamdrain			-10	-10																					me1																													vps																													0
Eraser Ease	1			100	16	91	-10		3	"weap,nru"	me1	key					"useitem,rem"				ease			10	10																					me1																													key																													0
Eraser DS	1			100	15	141	10		3	"weap,nru"	me2	gcr					"useitem,rem"				deadly			-10	-10																					me2																													gcr																													0
Eraser Ene	1			100	15	1	10		3	"weap,nru"	me2	gcb					"useitem,rem"				enr			-10	-10																					me2																													gcb																													0
Eraser Vit	1			100	15	3	10		3	"weap,nru"	me2	gcy					"useitem,rem"				vit			-10	-10																					me2																													gcy																													0
Eraser Dex	1			100	15	2	10		3	"weap,nru"	me2	gcg					"useitem,rem"				dex			-10	-10																					me2																													gcg																													0
Eraser Str	1			100	15	0	10		3	"weap,nru"	me2	gcv					"useitem,rem"				str			-10	-10																					me2																													gcv																													0
Eraser OW	1			100	15	135	10		3	"weap,nru"	me2	skc					"useitem,rem"				openwounds			-10	-10																					me2																													skc																													0
Eraser CB	1			100	15	136	10		3	"weap,nru"	me2	gck					"useitem,rem"				fasterattackanim			-10	-10																				me2																													gck																													0	0
Eraser RepL	1			100	15	74	10		3	"weap,nru"	me2	hpot					"useitem,rem"				regen			-10	-10																					me2																													hp1																													0
Eraser RgnM	1			100	15	27	10		3	"weap,nru"	me2	mpot					"useitem,rem"				regen-mana			-10	-10																					me2																													mp1																													0
Eraser FBR	1			100	15	102	10		3	"weap,nru"	me2	yps					"useitem,rem"				block1			-10	-10																					me2																													yps																													0
Eraser HealSt	1			100	15	28	10		3	"weap,nru"	me2	vps					"useitem,rem"				regen-stam			-10	-10																					me2																													vps																													0
Eraser Block	1			100	15	20	10		3	"weap,nru"	me2	key					"useitem,rem"				block			-10	-10																					me2																													key																													0
Eraser AR	1			100	15	19	10		3	"weap,nru"	me3	gcr					"useitem,rem"				att			-10	-10																					me3																													gcr																													0
Eraser AR%	1			100	15	119	10		3	"weap,nru"	me3	gcb					"useitem,rem"				att%			-10	-10																					me3																													gcb																													0
Eraser ATD	1			100	15	78	10		3	"weap,nru"	me3	gck					"useitem,rem"				thorns			-10	-10																					me3																													gck																													0
Eraser Lkill	1			100	15	86	10		3	"weap,nru"	me3	hpot					"useitem,rem"				heal-kill			-10	-10																					me3																													hp1																													0
Eraser Mkill	1			100	15	138	10		3	"weap,nru"	me3	mpot					"useitem,rem"				mana-kill			-10	-10																					me3																													mp1																													0
Eraser FCR	1			100	15	105	10		3	"weap,nru"	me3	yps					"useitem,rem"				cast1			-10	-10																					me3																													yps																													0
Eraser Dkill	1			100	15	139	10		3	"weap,nru"	me3	wms					"useitem,rem"				demon-heal			-10	-10																					me3																													wms																													0
Eraser FRW	1			100	15	96	10		3	"weap,nru"	me3	vps					"useitem,rem"				move1			-10	-10																					me3																													vps																													0
Eraser IAS	1			100	15	93	10		3	"weap,nru"	me3	key					"useitem,rem"				swing1			-10	-10																					me3																													key																													0
Eraser AbsF%	1			100	15	142	10		3	"weap,nru"	me4	gcw					"useitem,rem"				abs-fire%			-10	-10																					me4																													gcw																													0
Eraser AbsC%	1			100	15	148	10		3	"weap,nru"	me4	gcv					"useitem,rem"				abs-cold%			-10	-10																					me4																													gcv																													0
Eraser AbsL%	1			100	15	144	10		3	"weap,nru"	me4	skc					"useitem,rem"				abs-ltng%			-10	-10																					me4																													skc																													0
Eraser DR	1			100	15	34	10		3	"weap,nru"	me4	hpot					"useitem,rem"				red-dmg			-10	-10																					me4																													hp1																													0
Eraser MDR	1			100	15	35	10		3	"weap,nru"	me4	mpot					"useitem,rem"				red-mag			-10	-10																					me4																													mp1																													0
Eraser DR%	1			100	15	36	10		3	"weap,nru"	me4	yps					"useitem,rem"				red-dmg%			-10	-10																					me4																													yps																													0
Eraser ATLD	1			100	15	128	10		3	"weap,nru"	me4	wms					"useitem,rem"				light-thorns			-10	-10																					me4																													wms																													0
Eraser DtoM	1			100	15	114	10		3	"weap,nru"	me4	vps					"useitem,rem"				dmg-to-mana			-10	-10																					me4																													vps																													0
Eraser Pierce	1			100	15	156	10		3	"weap,nru"	me4	key					"useitem,rem"				pierce			-10	-10																					me4																													key																													0
Eraser Life%	1			100	15	76	10		3	"weap,nru"	me5	hpot					"useitem,rem"				hp%			-10	-10																					me5																													hp1																													0
Eraser Mana%	1			100	15	77	10		3	"weap,nru"	me5	mpot					"useitem,rem"				mana%			-10	-10																					me5																													mp1																													0
Eraser DamAC	1			100	16	120	-10		3	"weap,nru"	me5	yps					"useitem,rem"				dmg-ac			10	10																					me5																													yps																													0
Eraser F-Res/lvl	1			100	15	231	10		3	"weap,nru"	me0	gfr					"useitem,rem"				res-fire/lvl			-10	-10																					me0																													gfr																													0
Eraser C-Res/lvl	1			100	15	230	10		3	"weap,nru"	me0	gfb					"useitem,rem"				res-cold/lvl			-10	-10																					me0																													gfb																													0
Eraser L-Res/lvl	1			100	15	232	10		3	"weap,nru"	me0	gfy					"useitem,rem"				res-ltng/lvl			-10	-10																					me0																													gfy																													0
Eraser P-Res/lvl	1			100	15	233	10		3	"weap,nru"	me0	gfg					"useitem,rem"				res-pois/lvl			-10	-10																					me0																													gfg																													0
Eraser Def/lvl	1			100	15	214	10		3	"weap,nru"	me0	gfw					"useitem,rem"				ac/lvl			-10	-10																					me0																													gfw																													0
