Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add	sort
Berserker's	100	1	1	95		66	bar		60	8	172	bar		2	3											bjav												0	0	0	866
Shaman's	100	1	1	45	95	42	dru		33	16	172	dru		1	1											dclc	dcbm											0	0	0	867
Shaman's	100	1	1	80		60	dru		42	12	172	dru		1	2											dclc	dcbm											0	0	0	868
Hierophant's	100	1	1	95		66	dru		60	8	172	dru		2	3											dclc	dcbm											0	0	0	869
Magekiller's	100	1	1	45	95	42	ass		33	16	172	ass		1	1											h2h2	h2h1											0	0	0	870
Magekiller's	100	1	1	80		60	ass		42	12	172	ass		1	2											h2h2	h2h1											0	0	0	871
Witch-hunter's	100	1	1	95		66	ass		60	8	172	ass		2	3											h2h2	h2h1											0	0	0	872
																																									873
Vital	100	1	1	1	10	1				28	200	hp		1	10											amul	ring											0	0	0	874
Vital	100	1	1	5	15	3				28	200	hp		6	16											amul	ring											0	0	0	875
Vital	100	1	1	10	20	6				28	200	hp		11	21											amul	ring											0	0	0	876
Fertile	100	1	1	15	35	12				28	200	hp		16	26											amul	ring											0	0	0	877
Fertile	100	1	1	20	45	18				28	200	hp		21	31											amul	ring											0	0	0	878
Fertile	100	1	1	25	60	24				28	200	hp		26	36											amul	ring											0	0	0	879
Lush	100	1	1	35	80	33				28	200	hp		31	41											amul												0	0	0	880
Lush	100	1	1	35		33				28	200	hp		31	41											ring												0	0	0	881
Lush	100	1	1	45	95	42				28	200	hp		36	46											amul												0	0	0	882
Lush	100	1	1	45		42				28	200	hp		36	46											ring												0	0	0	883
Lush	100	1	1	60		48				26	200	hp		41	51											amul	ring											0	0	0	884
Lavish	100	1	1	80		60				24	200	hp		46	56											amul												0	0	0	885
Lavish	100	1	1	95		66				22	200	hp		51	61											amul												0	0	0	886
Posh	100	1	1	95		66				20	200	hp		56	66											amul												0	0	0	887
																																									888
Zaffre	100	1	1	1	10	1				22	201	mana		1	10											amul	ring											0	0	0	889
Zaffre	100	1	1	5	15	3				22	201	mana		6	16											amul	ring											0	0	0	890
Zaffre	100	1	1	10	20	6				22	201	mana		11	21											amul	ring											0	0	0	891
Cerulean	100	1	1	15	35	12				22	201	mana		16	26											amul	ring											0	0	0	892
Cerulean	100	1	1	20	45	18				22	201	mana		21	31											amul	ring											0	0	0	893
Cerulean	100	1	1	25	60	24				22	201	mana		26	36											amul	ring											0	0	0	894
Glaucous	100	1	1	35	80	33				22	201	mana		31	41											amul												0	0	0	895
Glaucous	100	1	1	35		33				22	201	mana		31	41											ring												0	0	0	896
Glaucous	100	1	1	45	95	42				22	201	mana		36	46											amul												0	0	0	897
Glaucous	100	1	1	45		42				22	201	mana		36	46											ring												0	0	0	898
Glaucous	100	1	1	60		48				20	201	mana		41	51											amul	ring											0	0	0	899
Ultramarine	100	1	1	80		60				18	201	mana		46	56											amul												0	0	0	900
Ultramarine	100	1	1	95		66				16	201	mana		51	61											amul												0	0	0	901
Periwinkle	100	1	1	95		66				14	201	mana		56	66											amul												0	0	0	902
																																									903
Opulent	100	1	1	20	60	18				16	202	hp%		1	3	mana%		3	6							amul	ring											0	0	0	904
Opulent	100	1	1	60		48				14	202	hp%		1	4	mana%		3	7							amul	ring											0	0	0	905
Sumptuous	100	1	1	80		60				12	202	hp%		2	5	mana%		4	8							amul	ring											0	0	0	906
Sumptuous	100	1	1	95		66				10	202	hp%		2	6	mana%		4	9							amul												0	0	0	907
																																									908
Terisiare's	100	1	1	5	15	3				28	203	res-cold		1	6											amul	ring											0	0	0	909
Terisiare's	100	1	1	15	35	12				28	203	res-cold		4	10											amul	ring											0	0	0	910
Kaldheim's	100	1	1	25	60	24				26	203	res-cold		8	14											amul	ring											0	0	0	911
Kaldheim's	100	1	1	45	95	42				24	203	res-cold		12	18											amul	ring											0	0	0	912
Keldon's	100	1	1	80		60				22	203	res-cold		16	22											amul	ring											0	0	0	913
Keldon's	100	1	1	95		66				20	203	res-cold		20	26											amul	ring											0	0	0	914
Balduvian's	100	1	1	95		66				2	203	res-cold		24	30											amul												0	0	0	915
																																									916
Chandra's	100	1	1	5	15	3				28	204	res-fire		1	6											amul	ring											0	0	0	917
Chandra's	100	1	1	15	35	12				28	204	res-fire		4	10											amul	ring											0	0	0	918
Ghitu's	100	1	1	25	60	24				26	204	res-fire		8	14											amul	ring											0	0	0	919
Ghitu's	100	1	1	45	95	42				24	204	res-fire		12	18											amul	ring											0	0	0	920
Shiv's	100	1	1	80		60				22	204	res-fire		16	22											amul	ring											0	0	0	921
Shiv's	100	1	1	95		66				20	204	res-fire		20	26											amul	ring											0	0	0	922
Bogardan's	100	1	1	95		66				2	204	res-fire		24	30											amul												0	0	0	923
																																									924
Rousing	100	1	1	5	15	3				28	205	res-ltng		1	6											amul	ring											0	0	0	925
Rousing	100	1	1	15	35	12				28	205	res-ltng		4	10											amul	ring											0	0	0	926
Roaring	100	1	1	25	60	24				26	205	res-ltng		8	14											amul	ring											0	0	0	927
Roaring	100	1	1	45	95	42				24	205	res-ltng		12	18											amul	ring											0	0	0	928
Thunderous	100	1	1	80		60				22	205	res-ltng		16	22											amul	ring											0	0	0	929
Thunderous	100	1	1	95		66				20	205	res-ltng		20	26											amul	ring											0	0	0	930
Deafening	100	1	1	95		66				2	205	res-ltng		24	30											amul												0	0	0	931
																																									932
Bezoar	100	1	1	5	15	3				28	206	res-pois		1	6											amul	ring											0	0	0	933
Bezoar	100	1	1	15	35	12				28	206	res-pois		4	10											amul	ring											0	0	0	934
Hornbill	100	1	1	25	60	24				26	206	res-pois		8	14											amul	ring											0	0	0	935
Hornbill	100	1	1	45	95	42				24	206	res-pois		12	18											amul	ring											0	0	0	936
Celadon	100	1	1	80		60				22	206	res-pois		16	22											amul	ring											0	0	0	937
Celadon	100	1	1	95		66				20	206	res-pois		20	26											amul	ring											0	0	0	938
Mithridates	100	1	1	95		66				2	206	res-pois		24	30											amul												0	0	0	939
																																									940
Stone	100	1	1	5	15	3				16	207	att		20	40	dmg%		15	25							ring												0	0	0	941
Stone	100	1	1	15	35	12				14	207	att		40	60	dmg%		20	30							ring												0	0	0	942
Bronze	100	1	1	25	60	24				12	207	att		60	80	dmg%		25	35							ring												0	0	0	943
Bronze	100	1	1	45	95	42				10	207	att		80	120	dmg%		30	40							ring												0	0	0	944
Iron	100	1	1	80		60				8	207	att		100	140	dmg%		35	45							ring												0	0	0	945
Iron	100	1	1	95		66				6	207	att		120	160	dmg%		40	50							ring												0	0	0	946
																																									947
Ravaging	100	1	1	5	15	3				16	207	extra-fire		2	4											ring												0	0	0	948
Ravaging	100	1	1	15	35	12				14	207	extra-fire		3	6											ring												0	0	0	949
Seething	100	1	1	25	60	24				12	207	extra-fire		4	8											ring												0	0	0	950
Seething	100	1	1	45	95	42				10	207	extra-fire		5	10											ring												0	0	0	951
Searing	100	1	1	80		60				8	207	extra-fire		6	12											ring												0	0	0	952
Searing	100	1	1	95		66				6	207	extra-fire		7	14											ring												0	0	0	953
																																									954
Wintry	100	1	1	5	15	3				16	207	extra-cold		2	4											ring												0	0	0	955
Wintry	100	1	1	15	35	12				14	207	extra-cold		3	6											ring												0	0	0	956
Shivering	100	1	1	25	60	24				12	207	extra-cold		4	8											ring												0	0	0	957
Shivering	100	1	1	45	95	42				10	207	extra-cold		5	10											ring												0	0	0	958
Gelid	100	1	1	80		60				8	207	extra-cold		6	12											ring												0	0	0	959
Gelid	100	1	1	95		66				6	207	extra-cold		7	14											ring												0	0	0	960
																																									961
Chaining	100	1	1	5	15	3				16	207	extra-ltng		2	4											ring												0	0	0	962
Chaining	100	1	1	15	35	12				14	207	extra-ltng		3	6											ring												0	0	0	963
Forking	100	1	1	25	60	24				12	207	extra-ltng		4	8											ring												0	0	0	964
Forking	100	1	1	45	95	42				10	207	extra-ltng		5	10											ring												0	0	0	965
Homing	100	1	1	80		60				8	207	extra-ltng		6	12											ring												0	0	0	966
Homing	100	1	1	95		66				6	207	extra-ltng		7	14											ring												0	0	0	967
																																									968
Toad's	100	1	1	5	15	3				16	207	extra-pois		2	4											ring												0	0	0	969
Toad's	100	1	1	15	35	12				14	207	extra-pois		3	6											ring												0	0	0	970
Cockatrice's	100	1	1	25	60	24				12	207	extra-pois		4	8											ring												0	0	0	971
Cockatrice's	100	1	1	45	95	42				10	207	extra-pois		5	10											ring												0	0	0	972
Basilisk's	100	1	1	80		60				8	207	extra-pois		6	12											ring												0	0	0	973
Basilisk's	100	1	1	95		66				6	207	extra-pois		7	14											ring												0	0	0	974
																																									975
Devout	100	1	1	5	15	3				16	207	extra-mag2		2	4											ring												0	0	0	976
Devout	100	1	1	15	35	12				14	207	extra-mag2		3	6											ring												0	0	0	977
Pious	100	1	1	25	60	24				12	207	extra-mag2		4	8											ring												0	0	0	978
Pious	100	1	1	45	95	42				10	207	extra-mag2		5	10											ring												0	0	0	979
Virtuous	100	1	1	80		60				8	207	extra-mag2		6	12											ring												0	0	0	980
Virtuous	100	1	1	95		66				6	207	extra-mag2		7	14											ring												0	0	0	981
																																									982
Windscouter's	100	1	1	5	15	3				16	207	extra-wind		2	4											ring												0	0	0	983
Windscouter's	100	1	1	15	35	12				14	207	extra-wind		3	6											ring												0	0	0	984
Windseeker's	100	1	1	25	60	24				12	207	extra-wind		4	8											ring												0	0	0	985
Windseeker's	100	1	1	45	95	42				10	207	extra-wind		5	10											ring												0	0	0	986
Windrider's	100	1	1	80		60				8	207	extra-wind		6	12											ring												0	0	0	987
Windrider's	100	1	1	95		66				6	207	extra-wind		7	14											ring												0	0	0	988
																																									989
Gnawing	100	1	1	5	15	3				16	207	extra-summ		2	4											ring												0	0	0	990
Gnawing	100	1	1	15	35	12				14	207	extra-summ		3	6											ring												0	0	0	991
Munching	100	1	1	25	60	24				12	207	extra-summ		4	8											ring												0	0	0	992
Munching	100	1	1	45	95	42				10	207	extra-summ		5	10											ring												0	0	0	993
Devouring	100	1	1	80		60				8	207	extra-summ		6	12											ring												0	0	0	994
Devouring	100	1	1	95		66				6	207	extra-summ		7	14											ring												0	0	0	995
																																									996
Hellhound's	100	1	1	5	15	3				14	207	pierce-fire		1	1											amul												0	0	0	997
Hellhound's	100	1	1	15	35	12				12	207	pierce-fire		1	2											amul												0	0	0	998
Cherufe's	100	1	1	25	60	24				10	207	pierce-fire		2	3											amul												0	0	0	999
Cherufe's	100	1	1	45	95	42				8	207	pierce-fire		2	4											amul												0	0	0	1000
Basan's	100	1	1	80		60				6	207	pierce-fire		3	5											amul												0	0	0	1001
Basan's	100	1	1	95		66				4	207	pierce-fire		3	6											amul												0	0	0	1002
																																									1003
Ijiraq's	100	1	1	5	15	3				14	207	pierce-cold		1	1											amul												0	0	0	1004
Ijiraq's	100	1	1	15	35	12				12	207	pierce-cold		1	2											amul												0	0	0	1005
Qiqirn's	100	1	1	25	60	24				10	207	pierce-cold		2	3											amul												0	0	0	1006
Qiqirn's	100	1	1	45	95	42				8	207	pierce-cold		2	4											amul												0	0	0	1007
Amarok's	100	1	1	80		60				6	207	pierce-cold		3	5											amul												0	0	0	1008
Amarok's	100	1	1	95		66				4	207	pierce-cold		3	6											amul												0	0	0	1009
																																									1010
Thunderbird's	100	1	1	5	15	3				14	207	pierce-ltng		1	1											amul												0	0	0	1011
Thunderbird's	100	1	1	15	35	12				12	207	pierce-ltng		1	2											amul												0	0	0	1012
Raiju's	100	1	1	25	60	24				10	207	pierce-ltng		2	3											amul												0	0	0	1013
Raiju's	100	1	1	45	95	42				8	207	pierce-ltng		2	4											amul												0	0	0	1014
Raijin's	100	1	1	80		60				6	207	pierce-ltng		3	5											amul												0	0	0	1015
Raijin's	100	1	1	95		66				4	207	pierce-ltng		3	6											amul												0	0	0	1016
																																									1017
Lavellan's	100	1	1	5	15	3				14	207	pierce-pois		1	1											amul												0	0	0	1018
Lavellan's	100	1	1	15	35	12				12	207	pierce-pois		1	2											amul												0	0	0	1019
Zhenniao's	100	1	1	25	60	24				10	207	pierce-pois		2	3											amul												0	0	0	1020
Zhenniao's	100	1	1	45	95	42				8	207	pierce-pois		2	4											amul												0	0	0	1021
Manticore's	100	1	1	80		60				6	207	pierce-pois		3	5											amul												0	0	0	1022
Manticore's	100	1	1	95		66				4	207	pierce-pois		3	6											amul												0	0	0	1023
																																									1024
Baku's	100	1	1	5	15	3				14	207	pierce-mag		1	1											amul												0	0	0	1025
Baku's	100	1	1	15	35	12				12	207	pierce-mag		1	2											amul												0	0	0	1026
Satori's	100	1	1	25	60	24				10	207	pierce-mag		2	3											amul												0	0	0	1027
Satori's	100	1	1	45	95	42				8	207	pierce-mag		2	4											amul												0	0	0	1028
Oni's	100	1	1	80		60				6	207	pierce-mag		3	5											amul												0	0	0	1029
Oni's	100	1	1	95		66				4	207	pierce-mag		3	6											amul												0	0	0	1030
																																									1031
Onryo's	100	1	1	5	15	3				14	207	pierce-phys		1	1											amul												0	0	0	1032
Onryo's	100	1	1	15	35	12				12	207	pierce-phys		1	2											amul												0	0	0	1033
Machai's	100	1	1	25	60	24				10	207	pierce-phys		2	3											amul												0	0	0	1034
Machai's	100	1	1	45	95	42				8	207	pierce-phys		2	4											amul												0	0	0	1035
Wendigo's	100	1	1	80		60				6	207	pierce-phys		3	5											amul												0	0	0	1036
Wendigo's	100	1	1	95		66				4	207	pierce-phys		3	6											amul												0	0	0	1037
																																									1038
Frore	100	1	1	20	60	18				12	207	dmg-cold/coldres		10	12											amul	ring											0	0	0	1039
Frore	100	1	1	60		48				8	207	dmg-cold/coldres		11	13											amul	ring											0	0	0	1040
Rimy	100	1	1	80		60				4	207	dmg-cold/coldres		12	14											amul	ring											0	0	0	1041
Rimy	100	1	1	95		66				2	207	dmg-cold/coldres		13	15											amul	ring											0	0	0	1042
Algid	100	1	1	95		66				1	207	dmg-cold/coldres		14	16											amul												0	0	0	1043
																																									1044
Crepitating	100	1	1	20	60	18				12	207	dmg-ltng/ltngres		10	12											amul	ring											0	0	0	1045
Crepitating	100	1	1	60		48				8	207	dmg-ltng/ltngres		11	13											amul	ring											0	0	0	1046
Snapping	100	1	1	80		60				4	207	dmg-ltng/ltngres		12	14											amul	ring											0	0	0	1047
Snapping	100	1	1	95		66				2	207	dmg-ltng/ltngres		13	15											amul	ring											0	0	0	1048
Glistening	100	1	1	95		66				1	207	dmg-ltng/ltngres		14	16											amul												0	0	0	1049
																																									1050
Stygian	100	1	1	20	60	18				12	207	dmg-fire/fireres		10	12											amul	ring											0	0	0	1051
Stygian	100	1	1	60		48				8	207	dmg-fire/fireres		11	13											amul	ring											0	0	0	1052
Chthonic	100	1	1	80		60				4	207	dmg-fire/fireres		12	14											amul	ring											0	0	0	1053
Chthonic	100	1	1	95		66				2	207	dmg-fire/fireres		13	15											amul	ring											0	0	0	1054
Tartarean	100	1	1	95		66				1	207	dmg-fire/fireres		14	16											amul												0	0	0	1055
																																									1056
Fletcher's	100	1	1	25		24	ama		18	16	208	skilltab	0	1	1											amul	ring											0	0	0	1057
Bowyer's	100	1	1	45		42	ama		33	12	208	skilltab	0	1	2											zamu	zrin											0	0	0	1058
Archer's	100	1	1	60		48	ama		42	8	208	skilltab	0	2	3											zamu												0	0	0	1059
Acrobat's	100	1	1	25		24	ama		18	16	208	skilltab	1	1	1											amul	ring											0	0	0	1060
Gymnast's	100	1	1	45		42	ama		33	12	208	skilltab	1	1	2											zamu	zrin											0	0	0	1061
Athlete's	100	1	1	60		48	ama		42	8	208	skilltab	1	2	3											zamu												0	0	0	1062
Harpoonist's	100	1	1	25		24	ama		18	16	208	skilltab	2	1	1											amul	ring											0	0	0	1063
Spearmaiden's	100	1	1	45		42	ama		33	12	208	skilltab	2	1	2											zamu	zrin											0	0	0	1064
Lancer's	100	1	1	60		48	ama		42	8	208	skilltab	2	2	3											zamu												0	0	0	1065
																																									1066
Burning	100	1	1	25		24	sor		18	16	208	skilltab	3	1	1											amul	ring											0	0	0	1067
Blazing	100	1	1	45		42	sor		33	12	208	skilltab	3	1	2											samu	srin											0	0	0	1068
Volcanic	100	1	1	60		48	sor		42	8	208	skilltab	3	2	3											samu												0	0	0	1069
Sparking	100	1	1	25		24	sor		18	16	208	skilltab	4	1	1											amul	ring											0	0	0	1070
Charged	100	1	1	45		42	sor		33	12	208	skilltab	4	1	2											samu	srin											0	0	0	1071
Powered	100	1	1	60		48	sor		42	8	208	skilltab	4	2	3											samu												0	0	0	1072
Chilling	100	1	1	25		24	sor		18	16	208	skilltab	5	1	1											amul	ring											0	0	0	1073
Freezing	100	1	1	45		42	sor		33	12	208	skilltab	5	1	2											samu	srin											0	0	0	1074
Glacial	100	1	1	60		48	sor		42	8	208	skilltab	5	2	3											samu												0	0	0	1075
																																									1076
Hexing	100	1	1	25		24	nec		18	16	208	skilltab	6	1	1											amul	ring											0	0	0	1077
Blighting	100	1	1	45		42	nec		33	12	208	skilltab	6	1	2											namu	nrin											0	0	0	1078
Accursed	100	1	1	60		48	nec		42	8	208	skilltab	6	2	3											namu												0	0	0	1079
Fungal	100	1	1	25		24	nec		18	16	208	skilltab	7	1	1											amul	ring											0	0	0	1080
Noxious	100	1	1	45		42	nec		33	12	208	skilltab	7	1	2											namu	nrin											0	0	0	1081
Venomous	100	1	1	60		48	nec		42	8	208	skilltab	7	2	3											namu												0	0	0	1082
Graverobber's	100	1	1	25		24	nec		18	16	208	skilltab	8	1	1											amul	ring											0	0	0	1083
Vodoun	100	1	1	45		42	nec		33	12	208	skilltab	8	1	2											namu	nrin											0	0	0	1084
Golemlord's	100	1	1	60		48	nec		42	8	208	skilltab	8	2	3											namu												0	0	0	1085
																																									1086
Lion Branded	100	1	1	25		24	pal		18	16	208	skilltab	9	1	1											amul	ring											0	0	0	1087
Hawk Branded	100	1	1	45		42	pal		33	12	208	skilltab	9	1	2											pamu	prin											0	0	0	1088
Rose Branded	100	1	1	60		48	pal		42	8	208	skilltab	9	2	3											pamu												0	0	0	1089
Captain's	100	1	1	25		24	pal		18	16	208	skilltab	10	1	1											amul	ring											0	0	0	1090
Commander's	100	1	1	45		42	pal		33	12	208	skilltab	10	1	2											pamu	prin											0	0	0	1091
Marshal's	100	1	1	60		48	pal		42	8	208	skilltab	10	2	3											pamu												0	0	0	1092
Preserver's	100	1	1	25		24	pal		18	16	208	skilltab	11	1	1											amul	ring											0	0	0	1093
Warder's	100	1	1	45		42	pal		33	12	208	skilltab	11	1	2											pamu	prin											0	0	0	1094
Guardian's	100	1	1	60		48	pal		42	8	208	skilltab	11	2	3											pamu												0	0	0	1095
																																									1096
Expert's	100	0	1	25		24	bar		18	16	208	skilltab	12	1	1											amul	ring											0	0	0	1097
Veteran's	100	0	1	45		42	bar		33	12	208	skilltab	12	1	2											bamu	brin											0	0	0	1098
Master's	100	0	1	60		48	bar		42	8	208	skilltab	12	2	3											bamu												0	0	0	1099
Fanatic	100	0	1	25		24	bar		18	16	208	skilltab	13	1	1											amul	ring											0	0	0	1100
Raging	100	0	1	45		42	bar		33	12	208	skilltab	13	1	2											bamu	brin											0	0	0	1101
Furious	100	0	1	60		48	bar		42	8	208	skilltab	13	2	3											bamu												0	0	0	1102
Sounding	100	1	1	25		24	bar		18	16	208	skilltab	14	1	1											amul	ring											0	0	0	1103
Resonant	100	1	1	45		42	bar		33	12	208	skilltab	14	1	2											bamu	brin											0	0	0	1104
Echoing	100	1	1	60		48	bar		42	8	208	skilltab	14	2	3											bamu												0	0	0	1105
																																									1106
Trainer's	100	1	1	25		24	dru		18	16	208	skilltab	15	1	1											amul	ring											0	0	0	1107
Caretaker's	100	1	1	45		42	dru		33	12	208	skilltab	15	1	2											damu	drin											0	0	0	1108
Keeper's	100	1	1	60		48	dru		42	8	208	skilltab	15	2	3											damu												0	0	0	1109
Spiritual	100	1	1	25		24	dru		18	16	208	skilltab	16	1	1											amul	ring											0	0	0	1110
Feral	100	1	1	45		42	dru		33	12	208	skilltab	16	1	2											damu	drin											0	0	0	1111
Communal	100	1	1	60		48	dru		42	8	208	skilltab	16	2	3											damu												0	0	0	1112
Nature's	100	1	1	25		24	dru		18	16	208	skilltab	17	1	1											amul	ring											0	0	0	1113
Terra's	100	1	1	45		42	dru		33	12	208	skilltab	17	1	2											damu	drin											0	0	0	1114
Gaea's	100	1	1	60		48	dru		42	8	208	skilltab	17	2	3											damu												0	0	0	1115
																																									1116
Entrapping	100	1	1	25		24	ass		18	16	208	skilltab	18	1	1											amul	ring											0	0	0	1117
Trickster's	100	1	1	45		42	ass		33	12	208	skilltab	18	1	2											aamu	arin											0	0	0	1118
Cunning	100	1	1	60		48	ass		42	8	208	skilltab	18	2	3											aamu												0	0	0	1119
Mentalist's	100	1	1	25		24	ass		18	16	208	skilltab	19	1	1											amul	ring											0	0	0	1120
Psychic	100	1	1	45		42	ass		33	12	208	skilltab	19	1	2											aamu	arin											0	0	0	1121
Shadow	100	1	1	60		48	ass		42	8	208	skilltab	19	2	3											aamu												0	0	0	1122
Shogukusha's	100	1	1	25		24	ass		18	16	208	skilltab	20	1	1											amul	ring											0	0	0	1123
Sensei's	100	1	1	45		42	ass		33	12	208	skilltab	20	1	2											aamu	arin											0	0	0	1124
Kenshi's	100	1	1	60		48	ass		42	8	208	skilltab	20	2	3											aamu												0	0	0	1125
																																									1126
Maiden's	100	1	1	45		42	ama		33	8	209	ama		1	1											amul	ring											0	0	0	1127
Maiden's	100	1	1	80		60	ama		42	6	209	ama		1	2											zamu	zrin											0	0	0	1128
Valkyrie's	100	1	1	95		66	ama		60	4	209	ama		2	3											zamu												0	0	0	1129
Angel's	100	1	1	45		42	sor		33	8	209	sor		1	1											amul	ring											0	0	0	1130
Angel's	100	1	1	80		60	sor		42	6	209	sor		1	2											samu	srin											0	0	0	1131
Arch-Angel's	100	1	1	95		66	sor		60	4	209	sor		2	3											samu												0	0	0	1132
Summoner's	100	1	1	45		42	nec		33	8	209	nec		1	1											amul	ring											0	0	0	1133
Summoner's	100	1	1	80		60	nec		42	6	209	nec		1	2											namu	nrin											0	0	0	1134
Necromancer's	100	1	1	95		66	nec		60	4	209	nec		2	3											namu												0	0	0	1135
Monk's	100	1	1	45		42	pal		33	8	209	pal		1	1											amul	ring											0	0	0	1136
Monk's	100	1	1	80		60	pal		42	6	209	pal		1	2											pamu	prin											0	0	0	1137
Priest's	100	1	1	95		66	pal		60	4	209	pal		2	3											pamu												0	0	0	1138
Slayer's	100	1	1	45		42	bar		33	8	209	bar		1	1											amul	ring											0	0	0	1139
Slayer's	100	1	1	80		60	bar		42	6	209	bar		1	2											bamu	brin											0	0	0	1140
Berserker's	100	1	1	95		66	bar		60	4	209	bar		2	3											bamu												0	0	0	1141
Shaman's	100	1	1	45		42	dru		33	8	209	dru		1	1											amul	ring											0	0	0	1142
Shaman's	100	1	1	80		60	dru		42	6	209	dru		1	2											damu	drin											0	0	0	1143
Hierophant's	100	1	1	95		66	dru		60	4	209	dru		2	3											damu												0	0	0	1144
Magekiller's	100	1	1	45		42	ass		33	8	209	ass		1	1											amul	ring											0	0	0	1145
Magekiller's	100	1	1	80		60	ass		42	6	209	ass		1	2											aamu	arin											0	0	0	1146
Witch-hunter's	100	1	1	95		66	ass		60	4	209	ass		2	3											aamu												0	0	0	1147
																																									
Righteous	100	1	1	20	60	18				8	210	hp/dex		2	2											zamu	zrin											0	0	0	1196
Righteous	100	1	1	60		48				8	210	hp/dex		3	3											zamu	zrin											0	0	0	1197
Righteous	100	1	1	80		60				4	210	hp/dex		4	4											zamu	zrin											0	0	0	1198
Devoted	100	1	1	95		66				2	210	hp/dex		5	5											zamu	zrin											0	0	0	1199
Devoted	100	1	1	95		66				2	210	hp/dex		6	6											zamu												0	0	0	1199
																																									
Cherubic	100	1	1	20	60	18				8	210	mana/lvl	4			dmg-to-mana		4	8							samu	srin											0	0	0	1196
Cherubic	100	1	1	60		48				8	210	mana/lvl	5			dmg-to-mana		5	10							samu	srin											0	0	0	1197
Cherubic	100	1	1	80		60				4	210	mana/lvl	6			dmg-to-mana		6	12							samu	srin											0	0	0	1198
Radiant	100	1	1	95		66				2	210	mana/lvl	7			dmg-to-mana		7	14							samu	srin											0	0	0	1199
Radiant	100	1	1	95		66				2	210	mana/lvl	8			dmg-to-mana		8	16							samu												0	0	0	1199
																																									
Profane	100	1	1	20	60	18				8	210	curse-effect		1	2											namu	nrin											0	0	0	1196
Profane	100	1	1	60		48				8	210	curse-effect		2	4											namu	nrin											0	0	0	1197
Profane	100	1	1	80		60				4	210	curse-effect		3	6											namu	nrin											0	0	0	1198
Unhallowed	100	1	1	95		66				2	210	curse-effect		4	8											namu	nrin											0	0	0	1199
Unhallowed	100	1	1	95		66				2	210	curse-effect		5	10											namu												0	0	0	1199
																																									
Sublime	100	1	1	20	60	18				8	210	aura-effect		0	1											pamu	prin											0	0	0	1196
Sublime	100	1	1	60		48				8	210	aura-effect		1	2											pamu	prin											0	0	0	1197
Sublime	100	1	1	80		60				4	210	aura-effect		2	3											pamu	prin											0	0	0	1198
Exalted	100	1	1	95		66				2	210	aura-effect		3	4											pamu	prin											0	0	0	1199
Exalted	100	1	1	95		66				2	210	aura-effect		4	5											pamu												0	0	0	1199
																																									
Untamed	100	1	1	20	60	18				8	210	warcry-effect		0	1											bamu	brin											0	0	0	1196
Untamed	100	1	1	60		48				8	210	warcry-effect		1	2											bamu	brin											0	0	0	1197
Untamed	100	1	1	80		60				4	210	warcry-effect		2	3											bamu	brin											0	0	0	1198
Primordial	100	1	1	95		66				2	210	warcry-effect		3	4											bamu	brin											0	0	0	1199
Primordial	100	1	1	95		66				2	210	warcry-effect		4	5											bamu												0	0	0	1199
																																									
Verdant	100	1	1	20	60	18				8	210	res-fire-max		0	1	res-ltng-max		0	1	res-cold-max		0	1			damu	drin											0	0	0	1196
Verdant	100	1	1	60		48				8	210	res-fire-max		0	2	res-ltng-max		0	2	res-cold-max		0	2			damu	drin											0	0	0	1197
Verdant	100	1	1	80		60				4	210	res-fire-max		1	3	res-ltng-max		1	3	res-cold-max		1	3			damu	drin											0	0	0	1198
Burgeoning	100	1	1	95		66				2	210	res-fire-max		1	4	res-ltng-max		1	4	res-cold-max		1	4			damu	drin											0	0	0	1199
Burgeoning	100	1	1	95		66				2	210	res-fire-max		2	5	res-ltng-max		2	5	res-cold-max		2	5			damu												0	0	0	1199
																																									
Adroit	100	1	1	20	60	18				8	210	move1		3	8											aamu	arin											0	0	0	1196
Adroit	100	1	1	60		48				8	210	move1		6	11											aamu	arin											0	0	0	1197
Adroit	100	1	1	80		60				4	210	move2		9	14											aamu	arin											0	0	0	1198
Deft	100	1	1	95		66				2	210	move2		12	17											aamu	arin											0	0	0	1199
Deft	100	1	1	95		66				2	210	move2		15	20											aamu												0	0	0	1199
																																									
Parky	100	1	1	5	15	3				28	250	res-cold		5	10											jewl												0	0	0	1149
Parky	100	1	1	15	35	12				28	250	res-cold		8	13											jewl												0	0	0	1150
Parky	100	1	1	25	60	24				28	250	res-cold		11	16											jewl												0	0	0	1151
Hiemal	100	1	1	45	95	42				26	250	res-cold		14	19											jewl												0	0	0	1152
Hiemal	100	1	1	80		60				22	250	res-cold		17	22											jewl												0	0	0	1153
Hiemal	100	1	1	95		66				18	250	res-cold		20	25											jewl												0	0	0	1154
Adarkar's	100	1	1	95		66				2	250	res-cold/lvl	4													jewl												0	0	0	1155
																																									1156
Rutilant	100	1	1	5	15	3				28	251	res-fire		5	10											jewl												0	0	0	1157
Rutilant	100	1	1	15	35	12				28	251	res-fire		8	13											jewl												0	0	0	1158
Rutilant	100	1	1	25	60	24				28	251	res-fire		11	16											jewl												0	0	0	1159
