name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Archmage Plate	0	0	4	1	682	692	1	5	110	0	60	0	80	63	124072	1449265	ytp	ytp		901	ltp	ltp	ltp	xtp	ytp	0	1	2	3	1	4	2	flpltp	invltp		invxrb	2		1	1	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Petrified Buckler	0	0	2	1	120	147	0	0	80	22	88	0	57	43	29152	197614	yuc	yuc		901	buc	buc	buc	xuc	yuc	0	7	2	2	1	4	2	flpbuc	invbuc	invbucu	invbucu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	68	100	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Desert Shield	0	0	3	1	135	165	0	0	110	20	84	0	59	45	33595	223272	yml	yml		901	buc	buc	sml	xml	yml	0	7	2	2	1	4	2	flpsml	invsml	invxmlu	invxmlu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	66	106	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Giant Buckler	0	0	4	1	145	176	0	5	90	24	82	0	63	48	37957	262139	yrg	yrg		901	lrg	lrg	lrg	xrg	yrg	0	7	2	3	1	4	2	flplrg	invlrg	invxrg	invxrg							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	56	120	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Military Shield	0	0	4	1	168	204	0	5	115	22	86	0	67	54	45948	293077	yit	yit		901	kit	kit	kit	xit	yit	0	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	66	118	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Royal Guard	0	0	4	1	182	221	1	10	170	24	92	0	72	59	53851	351784	yow	yow		901	tow	tow	tow	xow	yow	0	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	64	116	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Body Shield	0	0	4	1	208	252	0	5	140	24	100	0	78	63	59818	433301	yts	yts		901	kit	kit	gts	xts	yts	0	7	2	4	1	4	2	flpgts	invgts	invgtsu	invgtsu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	58	126	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Spellcaster Gloves	0	0	1	1	130	166	0	0	40	0	12	0	59	42	18460	139969	ylg	ylg		901	lgl	lgl	lgl	xlg	ylg	0	16	2	2	1	2	0	flplgl	invlgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Viper Hands	0	0	1	1	140	180	0	0	40	0	14	0	61	47	20431	158052	yvg	yvg		901	vgl	vgl	vgl	xvg	yvg	0	16	2	2	1	2	0	flpvgl	invvgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sepulcher Gloves	0	0	2	1	150	194	0	0	120	0	16	0	64	51	22482	181076	ymg	ymg		901	mgl	mgl	mgl	xmg	ymg	0	16	2	2	1	2	0	flpmgl	invmgl			1	1					0	0	0	0	0	glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Gladiator Bracers	0	0	3	1	160	208	0	0	110	0	18	0	70	56	24560	215310	ytg	ytg		901	mgl	mgl	tgl	xtg	ytg	0	16	2	2	1	2	0	flptgl	invbaseglovegladiator			1	1					0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Titan Bracers	0	0	4	1	170	222	0	0	140	0	24	0	76	60	27741	254096	yhg	yhg		901	hgl	hgl	hgl	xhg	yhg	0	16	2	2	1	2	0	flphgl	invbaseglovestitans			2	2					0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Rogue Boots	0	0	1	1	138	174	0	0	40	0	12	0	59	45	19158	139969	ylb	ylb		901	lbt	lbt	lbt	xlb	ylb	0	16	2	2	1	2	1	flplbt	invlbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	131	211	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Viper Boots	0	0	1	1	150	190	0	0	95	0	14	0	61	49	21136	157810	yvb	yvb		901	vbt	vbt	vbt	xvb	yvb	0	16	2	2	1	2	1	flpvbt	invvbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	129	216	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Sepulcher Boots	0	0	2	1	162	206	0	0	85	0	16	0	64	54	23228	181005	ymb	ymb		901	mbt	mbt	mbt	xmb	ymb	0	16	2	2	1	2	1	flpmbt	invmbt						1			0	0	0	0	0	boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0	0	0	6	0	128	220	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Plated Boots	0	0	3	1	174	222	0	0	120	0	18	0	70	58	25829	215233	ytb	ytb		901	mbt	mbt	tbt	xtb	ytb	0	16	2	2	1	2	1	flptbt	invtbt						1			0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	126	225	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Gladiator Boots	0	0	4	1	186	238	0	0	160	0	24	0	76	61	27730	253930	yhb	yhb		901	hbt	hbt	hbt	xhb	yhb	0	16	2	2	1	2	1	flphbt	invhbt						2			0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	125	229	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Hemp Band	0	0	1	1	160	196	0	0	40	0	12	0	59	46	19421	140233	alb	alb		901	lbl	lbl	lbl	zlb	alb	0	16	2	1	1	2	2	flplbl	invlbl									0	0	0	0	0	belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Rogue Belt	0	0	1	1	170	210	0	0	40	0	14	0	61	51	21328	155440	avb	avb		901	vbl	vbl	vbl	zvb	avb	0	16	2	1	1	2	2	flpvbl	invvbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Merchant Belt	0	0	2	1	170	214	0	0	120	0	16	0	64	56	23567	177500	bmb	bmb		901	mbl	mbl	mbl	zmb	bmb	0	16	2	1	1	2	2	flpmbl	invmbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Military Belt	0	0	2	1	180	228	0	0	110	0	18	0	70	59	25592	210690	atb	atb		901	mbl	mbl	tbl	ztb	atb	0	16	2	1	1	2	2	flptbl	invtbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Girdle	0	0	3	1	190	242	0	0	140	0	24	0	76	62	27526	251888	ahb	ahb		901	hbl	hbl	hbl	zhb	ahb	0	16	2	1	1	2	2	flphbl	invhbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Demon Skull	0	0	2	1	200	244	0	0	120	0	40	0	72	63	48637	304081	yh9	yh9		901	bhm	bhm	bhm	xh9	yh9	0	0	2	2	1	3	1	flpbhm	invbhm	invbhmu	invbhmu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	2	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Demon Shield	0	0	2	1	182	221	0	0	120	20	74	0	69	57	55921	298290	ysh	ysh		901	bsh	bsh	bsh	xsh	ysh	0	7	2	3	1	3	2	flpbsh	invbsh	invxshu	invxshu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	76	112	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Thorned Shield	0	0	3	1	154	187	0	0	85	20	83	0	61	51	47722	211957	ypk	ypk		901	spk	spk	spk	xpk	ypk	0	7	2	3	1	4	2	flpspk	invspk	invxpku	invxpku							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	70	122	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Hachigane	0	0	2	1	15	25	0	0	15	0	40	0	4	1	3240	15789	cix	cix	3	901	lit	lit	cix	ci4	ci2	0	0	2	2	1	2	1	flpci0	invhachi		invvega							0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255	1	2	1	2	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	ci4	ci2	0	0	1
Spirit Crown	0	0	2	1	30	42	0	0	25	0		1	16	12	16500	42500	eht	eht		901	lit	lit	eht	xht	yht	0	0	2	2	1	2	1	flpcrn	invbasehelmcrown									0	0	0	0	0	scrn		item_gem	12	item_gem	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255	2	3	2	3	20					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xht	yht	0	0	1
Ethereal Crown	0	0	2	1	75	112	0	0	15	0		1	45	25	22500	230000	xht	xht		901	lit	lit	eht	xht	yht	0	0	2	2	1	3	1	flpcrn	invbasehelmcrown									0	0	0	0	0	scrn		item_gem	12	item_gem	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Enchanted Crown	0	0	2	1	142	157	0	0	20	0		1	74	60	34000	473977	yht	yht		901	lit	lit	eht	xht	yht	0	0	2	2	1	4	1	flpcrn	invbasehelmcrown									0	0	0	0	0	scrn		item_gem	12	item_gem	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Dwarven Crown	0	0	2	1	40	58	0	0	48	0	50	0	33	0	13826	29759	dwc	dwc		901	lit	lit	dwc	xdw	ydw	0	0	2	2	1	2	1	flpci0	invbasehelmroyalcirclet									0	0	0	0	0	dwav		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	3	20					255			1	1	0	xdw	ydw	0	0	1
Dwarven Helm	0	0	2	1	96	127	0	0	100	0	60	0	58	25	22652	212500	xdw	xdw		901	lit	lit	dwc	xdw	ydw	0	0	2	2	1	3	1	flpci0	invbasehelmroyalcirclet									0	0	0	0	0	dwav		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Dwarven Battle Helm	0	0	2	1	155	189	0	0	128	0	60	0	83	60	31477	465440	ydw	ydw		901	lit	lit	dwc	xdw	ydw	0	0	2	2	1	4	1	flpci0	invbasehelmroyalcirclet									0	0	0	0	0	dwav		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Cloak	0	0	3	1	50	62	0	-10	15	0	20	0	12	0	1350	5000	clk	clk		901	qlt	qlt	clk	xlk	ylk	0	1	2	3	1	3	2	flpqlt	invbasearmorcloak							1		0	0	0	0	0	clok		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255	1	2	1	2	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xlk	ylk	0	0	1
Summoner's Cloak	0	0	3	1	235	259	0	-10	30	0	20	0	41	25	7500	105000	xlk	xlk		901	qlt	qlt	clk	xlk	ylk	0	1	2	3	1	4	2	flpqlt	invbasearmorcloak							1		0	0	0	0	0	clok		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Enchanted Cloak	0	0	3	1	612	622	0	-10	45	0	20	0	70	50	10625	853250	ylk	ylk		901	qlt	qlt	clk	xlk	ylk	0	1	2	3	1	5	2	flpqlt	invbasearmorcloak							1		0	0	0	0	0	clok		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Robe	0	0	3	1	18	22	0	0	20	0	20	0	18	0	4249	7500	rob	rob		901	qlt	qlt	rob	xrb	yrb	0	1	2	3	1	4	2	flpqlt	invbasearmorrobe1								1	0	0	0	0	0	robe		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255	2	3	2	3	20					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xrb	yrb	0	0	1
Mage Robe	0	0	3	1	155	171	0	0	40	0	20	0	47	25	12606	111250	xrb	xrb		901	qlt	qlt	rob	xrb	yrb	0	1	2	3	1	5	2	flpqlt	invbasearmorrobe2								1	0	0	0	0	0	robe		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Archmage Robe	0	0	3	1	573	584	0	0	60	0	20	0	76	60	16409	905000	yrb	yrb		901	qlt	qlt	rob	xrb	yrb	0	1	2	3	1	6	2	flpqlt	invbasearmorrobe2								1	0	0	0	0	0	robe		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Spiked Shoulder	0	0	3	1	239	271	0	0	30	0		1	32	0	19164	138931	shl	shl		901	stu	stu	shl	xhh	yhh	0	1	2	3	1	2	2	flpbrs	invshl		invmotoko	2	2			2	2	0	0	0	0	0	spike		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255			1	3	20					255					255					255			5	8	0	xhh	yhh	0	0	1
Thorned Armor	0	0	3	1	462	506	0	0	60	0		1	57	25	58283	602374	xhh	xhh		901	stu	stu	shl	xhh	yhh	0	1	2	3	1	3	2	flpbrs	invshl			2	2			2	2	0	0	0	0	0	spike		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Spiked Armor	0	0	3	1	747	766	0	0	100	0		1	82	58	116134	1352980	yhh	yhh		901	stu	stu	shl	xhh	yhh	0	1	2	3	1	4	2	flpbrs	invshl			2	2			2	2	0	0	0	0	0	spike		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Elven Chain	0	0	4	1	307	343	0	5	20	0	20	0	33	0	32699	387500	elv	elv		901	scl	scl	elv	xlv	ylv	0	1	2	3	1	2	2	flpscl	invelv			2		1	1	2	2	0	0	0	0	0	slyv		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	3	20					255			1	8	0	xlv	ylv	0	0	1
Drow Adamantite Chain	0	0	4	1	524	572	0	5	25	0	30	0	58	25	52590	889250	xlv	xlv		901	scl	scl	elv	xlv	ylv	0	1	2	3	1	2	2	flpscl	invelv			2		1	1	2	2	0	0	0	0	0	slyv		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Sylvan Chain	0	0	4	1	788	809	0	5	50	0	30	0	83	66	84319	1466664	ylv	ylv		901	scl	scl	elv	xlv	ylv	0	1	2	3	1	3	2	flpscl	invelv		invxtuu	2		1	1	2	2	0	0	0	0	0	slyv		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Fortress Shield	0	0	3	1	48	72	0	5	80	15	60	0	31	0	9064	45000	fts	fts		901	kit	kit	fts	xft	yft	0	7	2	3	1	4	2	flpkit	invxit									0	0	0	0	0	bshd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	8	16	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	3	20					255			5	1	0	xft	yft	0	0	1
Reflection Shield	0	0	3	1	37	75	10	5	50	35	30	0	56	25	14064	255000	xft	xft		901	kit	kit	fts	xft	yft	0	7	2	3	1	4	2	flpkit	invxit									0	0	0	0	0	bshd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	38	46	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Ceremonial Shield	0	0	3	1	195	236	10	5	100	25	30	0	81	65	18596	433301	yft	yft		901	kit	kit	fts	xft	yft	0	7	2	3	1	4	2	flpkit	invxit									0	0	0	0	0	bshd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	58	126	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	0	0	1
Iron Guards	0	0	3	1	36	60	0	5	70	0	20	0	30	0	6000	27500	irg	irg		901	mgl	mgl	irg	xig	yig	0	16	2	2	1	2	0	flptgl	invxig			2	2					0	0	0	0	0	gurd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	3	20					255			1	1	0	xig	yig	0	0	1
Imperial Guards	0	0	3	1	112	152	0	5	125	0	20	0	55	25	11000	122875	xig	xig		901	mgl	mgl	irg	xig	yig	0	16	2	2	1	2	0	flphgl	invxig			2	2					0	0	0	0	0	gurd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Royal Guards	0	0	3	1	180	236	0	5	160	0	20	0	80	64	14000	215310	yig	yig		901	mgl	mgl	irg	xig	yig	0	16	2	2	1	2	0	flphgl	invxig			2	2					0	0	0	0	0	gurd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	0	0	1
Dimensional Boots	0	0	2	1	24	48	0	5	50	0	20	0	30	0	6669	18750	dbt	dbt		901	hbt	hbt	dbt	xbt	ybt	0	16	2	2	1	2	1	flphbt	invdbt		invhbt							0	0	0	0	0	lmnb		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	6	0	27	39	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	3	20					255			5	8	0	xbt	ybt	0	0	1
Mystile Boots	0	0	2	1	120	160	0	5	110	0	20	0	55	25	11669	95000	xbt	xbt		901	hbt	hbt	dbt	xbt	ybt	0	16	2	2	1	2	1	flphbt	invdbt									0	0	0	0	0	lmnb		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	6	0	72	137	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Spirit Boots	0	0	2	1	198	254	0	5	140	0		1	80	65	15004	215233	ybt	ybt		901	hbt	hbt	dbt	xbt	ybt	0	16	2	2	1	2	1	flphbt	invdbt									0	0	0	0	0	lmnb		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	6	0	123	234	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	0	0	1
Muscle Belt	0	0	3	1	36	60	0	5	80	0	30	0	30	0	6259	22500	msb	msb		901	hbl	hbl	msb	xms	yms	0	16	2	1	1	2	2	flphbl	invmsb									0	0	0	0	0	wrap		item_platearmor	12	item_platearmor	0	0	5	0	0	3	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	3	20					255			1	8	0	xms	yms	0	0	1
Titan Brace	0	0	3	1	120	160	0	5	100	0	40	0	55	25	11259	117500	xms	xms		901	hbl	hbl	msb	xms	yms	0	16	2	1	1	2	2	flphbl	invmsb									0	0	0	0	0	wrap		item_platearmor	12	item_platearmor	0	0	5	0	0	6	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Gladiator Wrap	0	0	3	1	200	256	0	5	125	0	40	0	80	62	14389	251888	yms	yms		901	hbl	hbl	msb	xms	yms	0	16	2	1	1	2	2	flphbl	invmsb									0	0	0	0	0	wrap		item_platearmor	12	item_platearmor	0	0	5	0	0	6	0	0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Faceguard	100	0	1	1	50	70	0	0	35	0	30	0	37	25	21890	191230	ci4	ci4	9	901	lit	lit	cix	ci4	ci2	0	0	2	2	1	3	1	flpci1	invci4									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	1	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
