Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of Daring	100	1		41		33				10	17	dex		25	40									1	cgrn	jewl										0	0	0
of Truth	100	1	1	44		36				10	18	balance1		15	15									1	dred	jewl										0	0	0
of Truth	100	1	1	65		49				10	18	balance1		30	30									1	dred	jewl										0	0	0
of Honor	100	1	1	47		35				10	19	regen		50	150									1	cred	jewl										0	0	0
of Honor	100	1	1	70		57				10	19	regen		151	250									1	cred	jewl										0	0	0
of Avarice	100	1	1	1		1				10	21	gold%		10	30									1	lgld	jewl										0	0	0
of Avarice	100	1	1	45		35				10	21	gold%		31	65									1	lgld	jewl										0	0	0
of Prosperity	100	1	1	26		19				10	22	mag%		8	24									1	dgld	jewl										0	0	0
of Prosperity	100	1	1	50		37				10	22	mag%		25	50									1	dgld	jewl										0	0	0
of Knowledge	100	1	1	9		6				10	23	enr		1	8									1	lblu	jewl										0	0	0
of Knowledge	100	1	1	24		18				10	23	enr		9	16									1	dblu	jewl										0	0	0
of Knowledge	100	1	1	41		33				10	23	enr		17	24									1	cblu	jewl										0	0	0
of Knowledge	100	1		41		33				10	23	enr		25	40									1	cblu	jewl										0	0	0
of Spirit	100	1	1	1		1				16	26	hp		10	20									1	dred	jewl										0	0	0
of Spirit	100	1	1	28		21				16	26	hp		21	35									1	dred	jewl										0	0	0
of Spirit	100	1	1	45		37				10	26	hp		36	50									1	cred	jewl										0	0	0
of Spirit	100	1		45		37				10	26	hp		51	70									1	cred	jewl										0	0	0
of Virility	100	1	1	9		6				10	31	str		1	8									1	dred	jewl										0	0	0
of Virility	100	1	1	24		18				10	31	str		9	16									1	dred	jewl										0	0	0
of Virility	100	1	1	41		33				10	31	str		17	24									1	dred	jewl										0	0	0
of Virility	100	1		41		33				10	31	str		25	40									1	dred	jewl										0	0	0
of the Werewolf	100	1	1	6		5				2	32	str/lvl	1											1	dgry	jewl										0	0	0
of the Werewolf	100	1	1	18		15				2	32	str/lvl	2											1	dgry	jewl										0	0	0
of the Werewolf	100	1	1	36		30				2	32	str/lvl	3											1	dgry	jewl										0	0	0
of the Werewolf	100	1		54		45				2	32	str/lvl	4											1	dgry	jewl										0	0	0
of the Werewolf	100	1		72		60				2	32	str/lvl	5											1	dgry	jewl										0	0	0
of the Wererat	100	1	1	6		5				2	33	dex/lvl	1											1	blac	jewl										0	0	0
of the Wererat	100	1	1	18		15				2	33	dex/lvl	2											1	blac	jewl										0	0	0
of the Wererat	100	1	1	36		30				2	33	dex/lvl	3											1	blac	jewl										0	0	0
of the Wererat	100	1		54		45				2	33	dex/lvl	4											1	blac	jewl										0	0	0
of the Wererat	100	1		72		60				2	33	dex/lvl	5											1	blac	jewl										0	0	0
of the Werebear	100	1	1	6		5				2	34	vit/lvl	1											1	dgry	jewl										0	0	0
of the Werebear	100	1	1	18		15				2	34	vit/lvl	2											1	dgry	jewl										0	0	0
of the Werebear	100	1	1	36		30				2	34	vit/lvl	3											1	dgry	jewl										0	0	0
of the Werebear	100	1		54		45				2	34	vit/lvl	4											1	dgry	jewl										0	0	0
of the Werebear	100	1		72		60				2	34	vit/lvl	5											1	dgry	jewl										0	0	0
of the Weretiger	100	1	1	6		5				2	35	enr/lvl	1											1	blac	jewl										0	0	0
of the Weretiger	100	1	1	18		15				2	35	enr/lvl	2											1	blac	jewl										0	0	0
of the Weretiger	100	1	1	36		30				2	35	enr/lvl	3											1	blac	jewl										0	0	0
of the Weretiger	100	1		54		45				2	35	enr/lvl	4											1	blac	jewl										0	0	0
of the Weretiger	100	1		72		60				2	35	enr/lvl	5											1	blac	jewl										0	0	0
of Shielding	100	1		70		50				5	36	res-all		7	15	res-all-max		1	1					1	lpur	jewl										0	0	0
of Molasses	100	1	1	12	36	10				1	3	slow		3	6									1	lgry	arrm	boqm									0	0	0
of Molasses	100	1	1	24	48	20				1	3	slow		7	10									1	lgry	arrm	boqm									0	0	0
of Molasses	100	1	1	36		30				1	3	slow		11	14									1	lgry	arrm	boqm									0	0	0
of Molasses	100	1	1	48		40				1	3	slow		15	18									1	lgry	arrm	boqm									0	0	0
of Molasses	100	1	1	60		50				1	3	slow		19	22									1	lgry	arrm	boqm									0	0	0
of Molasses	100	1	1	80		65				1	3	slow		23	25									1	lgry	arrm	boqm									0	0	0
of Piercing	100	1	1	12	36	10				2	4	pierce		10	15									1	blac	arrm	boqm									0	0	0
of Piercing	100	1	1	24	48	20				2	4	pierce		16	20									1	blac	arrm	boqm									0	0	0
of Piercing	100	1	1	36		30				2	4	pierce		21	25									1	blac	arrm	boqm									0	0	0
of Piercing	100	1	1	48		40				2	4	pierce		26	30									1	blac	arrm	boqm									0	0	0
of Piercing	100	1	1	60		50				2	4	pierce		31	40									1	blac	arrm	boqm									0	0	0
of Piercing	100	1	1	80		65				2	4	pierce		41	50									1	blac	arrm	boqm									0	0	0
of Plenty	100		1	15	45	10				2	5	stack	50	50	50									1	lgld	arrm	boqm									0	0	0
of Plenty	100		1	30	60	20				2	5	stack	100	100	100									1	lgld	arrm	boqm									0	0	0
of Plenty	100		1	45		30				2	5	stack	150	150	150									1	lgld	arrm	boqm									0	0	0
of Plenty	100		1	60		40				2	5	stack	200	200	200									1	lgld	arrm	boqm									0	0	0
of Damage Amplification	100	1	1	12	36	10				1	7	hit-skill	Amplify Damage	4	5									1	lred	arrm	boqm									0	0	0
of Damage Amplification	100	1	1	24	48	20				1	7	hit-skill	Amplify Damage	4	10									1	lred	arrm	boqm									0	0	0
of Damage Amplification	100	1	1	36		30				1	7	hit-skill	Amplify Damage	4	15									1	dred	arrm	boqm									0	0	0
of Damage Amplification	100	1	1	48		40				1	7	hit-skill	Amplify Damage	4	20									1	dred	arrm	boqm									0	0	0
of Damage Amplification	100	1	1	60		50				1	7	hit-skill	Amplify Damage	4	25									1	cred	arrm	boqm									0	0	0
of Damage Amplification	100	1	1	80		65				1	7	hit-skill	Amplify Damage	4	35									1	cred	arrm	boqm									0	0	0
of Decrepify	100	1	1	12	36	10				1	7	hit-skill	Decrepify	4	5									1	lblu	arrm	boqm									0	0	0
of Decrepify	100	1	1	24	48	20				1	7	hit-skill	Decrepify	4	10									1	lblu	arrm	boqm									0	0	0
of Decrepify	100	1	1	36		30				1	7	hit-skill	Decrepify	4	15									1	dblu	arrm	boqm									0	0	0
of Decrepify	100	1	1	48		40				1	7	hit-skill	Decrepify	4	20									1	dblu	arrm	boqm									0	0	0
of Decrepify	100	1	1	60		50				1	7	hit-skill	Decrepify	4	25									1	cblu	arrm	boqm									0	0	0
of Decrepify	100	1	1	80		65				1	7	hit-skill	Decrepify	4	35									1	cblu	arrm	boqm									0	0	0
of Lower Resist	100	1	1	12	36	10				1	7	hit-skill	Lower Resist	4	5									1	lpur	arrm	boqm									0	0	0
of Lower Resist	100	1	1	24	48	20				1	7	hit-skill	Lower Resist	4	10									1	lpur	arrm	boqm									0	0	0
of Lower Resist	100	1	1	36		30				1	7	hit-skill	Lower Resist	4	15									1	lpur	arrm	boqm									0	0	0
of Lower Resist	100	1	1	48		40				1	7	hit-skill	Lower Resist	4	20									1	dpur	arrm	boqm									0	0	0
of Lower Resist	100	1	1	60		50				1	7	hit-skill	Lower Resist	4	25									1	dpur	arrm	boqm									0	0	0
of Lower Resist	100	1	1	80		65				1	7	hit-skill	Lower Resist	4	35									1	dpur	arrm	boqm									0	0	0
of Pierce Flesh and Bone	100	1	1	12	36	10				1	7	hit-skill	Poison Mastery	4	5									1	lgrn	arrm	boqm									0	0	0
of Pierce Flesh and Bone	100	1	1	24	48	20				1	7	hit-skill	Poison Mastery	4	10									1	lgrn	arrm	boqm									0	0	0
of Pierce Flesh and Bone	100	1	1	36		30				1	7	hit-skill	Poison Mastery	4	15									1	dgrn	arrm	boqm									0	0	0
of Pierce Flesh and Bone	100	1	1	48		40				1	7	hit-skill	Poison Mastery	4	20									1	dgrn	arrm	boqm									0	0	0
of Pierce Flesh and Bone	100	1	1	60		50				1	7	hit-skill	Poison Mastery	4	25									1	cgrn	arrm	boqm									0	0	0
of Pierce Flesh and Bone	100	1	1	80		65				1	7	hit-skill	Poison Mastery	4	35									1	cgrn	arrm	boqm									0	0	0
of Cold Arrows	100	1	1	12	36	10				1	7	kill-skill	Cold Arrow	4	8									1	lblu	arrm	boqm									0	0	0
of Cold Arrows	100	1	1	24	48	20				1	7	kill-skill	Cold Arrow	7	11									1	lblu	arrm	boqm									0	0	0
of Cold Arrows	100	1	1	36		30				1	7	kill-skill	Cold Arrow	10	14									1	dblu	arrm	boqm									0	0	0
of Cold Arrows	100	1	1	48		40				1	7	kill-skill	Cold Arrow	13	17									1	dblu	arrm	boqm									0	0	0
of Cold Arrows	100	1	1	60		50				1	7	kill-skill	Cold Arrow	16	20									1	cblu	arrm	boqm									0	0	0
of Cold Arrows	100	1	1	80		65				1	7	kill-skill	Cold Arrow	20	25									1	cblu	arrm	boqm									0	0	0
of Exploding Arrows	100	1	1	12	36	10				1	7	kill-skill	Exploding Arrow	4	8									1	lred	arrm	boqm									0	0	0
of Exploding Arrows	100	1	1	24	48	20				1	7	kill-skill	Exploding Arrow	7	11									1	lred	arrm	boqm									0	0	0
of Exploding Arrows	100	1	1	36		30				1	7	kill-skill	Exploding Arrow	10	14									1	dred	arrm	boqm									0	0	0
of Exploding Arrows	100	1	1	48		40				1	7	kill-skill	Exploding Arrow	13	17									1	dred	arrm	boqm									0	0	0
of Exploding Arrows	100	1	1	60		50				1	7	kill-skill	Exploding Arrow	16	20									1	cred	arrm	boqm									0	0	0
of Exploding Arrows	100	1	1	80		65				1	7	kill-skill	Exploding Arrow	20	25									1	cred	arrm	boqm									0	0	0
of Magic Arrows	100	1	1	12	36	10				1	7	kill-skill	Magic Arrow	4	8									1	whit	arrm	boqm									0	0	0
of Magic Arrows	100	1	1	24	48	20				1	7	kill-skill	Magic Arrow	7	11									1	whit	arrm	boqm									0	0	0
of Magic Arrows	100	1	1	36		30				1	7	kill-skill	Magic Arrow	10	14									1	whit	arrm	boqm									0	0	0
of Magic Arrows	100	1	1	48		40				1	7	kill-skill	Magic Arrow	13	17									1	bwht	arrm	boqm									0	0	0
of Magic Arrows	100	1	1	60		50				1	7	kill-skill	Magic Arrow	16	20									1	bwht	arrm	boqm									0	0	0
of Magic Arrows	100	1	1	80		65				1	7	kill-skill	Magic Arrow	20	25									1	bwht	arrm	boqm									0	0	0
of Immolation Arrows	100	1	1	12	36	10				1	7	kill-skill	Immolation Arrow	4	8									1	oran	arrm	boqm									0	0	0
of Immolation Arrows	100	1	1	24	48	20				1	7	kill-skill	Immolation Arrow	7	11									1	oran	arrm	boqm									0	0	0
of Immolation Arrows	100	1	1	36		30				1	7	kill-skill	Immolation Arrow	10	14									1	oran	arrm	boqm									0	0	0
of Immolation Arrows	100	1	1	48		40				1	7	kill-skill	Immolation Arrow	13	17									1	oran	arrm	boqm									0	0	0
of Immolation Arrows	100	1	1	60		50				1	7	kill-skill	Immolation Arrow	16	20									1	oran	arrm	boqm									0	0	0
of Immolation Arrows	100	1	1	80		65				1	7	kill-skill	Immolation Arrow	20	25									1	oran	arrm	boqm									0	0	0
of Freezing Arrows	100	1	1	12	36	10				1	7	kill-skill	Freezing Arrow	4	8									1	lblu	arrm	boqm									0	0	0
of Freezing Arrows	100	1	1	24	48	20				1	7	kill-skill	Freezing Arrow	7	11									1	lblu	arrm	boqm									0	0	0
of Freezing Arrows	100	1	1	36		30				1	7	kill-skill	Freezing Arrow	10	14									1	dblu	arrm	boqm									0	0	0
of Freezing Arrows	100	1	1	48		40				1	7	kill-skill	Freezing Arrow	13	17									1	dblu	arrm	boqm									0	0	0
of Freezing Arrows	100	1	1	60		50				1	7	kill-skill	Freezing Arrow	16	20									1	cblu	arrm	boqm									0	0	0
of Freezing Arrows	100	1	1	80		65				1	7	kill-skill	Freezing Arrow	20	25									1	cblu	arrm	boqm									0	0	0
of Lightning Arrows	100	1	1	12	36	10				1	7	kill-skill	Ice Arrow	4	8									1	lyel	arrm	boqm									0	0	0
of Lightning Arrows	100	1	1	24	48	20				1	7	kill-skill	Ice Arrow	7	11									1	lyel	arrm	boqm									0	0	0
of Lightning Arrows	100	1	1	36		30				1	7	kill-skill	Ice Arrow	10	14									1	lyel	arrm	boqm									0	0	0
of Lightning Arrows	100	1	1	48		40				1	7	kill-skill	Ice Arrow	13	17									1	lyel	arrm	boqm									0	0	0
of Lightning Arrows	100	1	1	60		50				1	7	kill-skill	Ice Arrow	16	20									1	lyel	arrm	boqm									0	0	0
of Lightning Arrows	100	1	1	80		65				1	7	kill-skill	Ice Arrow	20	25									1	lyel	arrm	boqm									0	0	0
of Tornado Shot	100	1	1	12	36	10				1	7	kill-skill	Tornado Shot	4	8									1	lgry	arrm	boqm									0	0	0
of Tornado Shot	100	1	1	24	48	20				1	7	kill-skill	Tornado Shot	7	11									1	lgry	arrm	boqm									0	0	0
of Tornado Shot	100	1	1	36		30				1	7	kill-skill	Tornado Shot	10	14									1	lgry	arrm	boqm									0	0	0
of Tornado Shot	100	1	1	48		40				1	7	kill-skill	Tornado Shot	13	17									1	dgry	arrm	boqm									0	0	0
of Tornado Shot	100	1	1	60		50				1	7	kill-skill	Tornado Shot	16	20									1	dgry	arrm	boqm									0	0	0
of Tornado Shot	100	1	1	80		65				1	7	kill-skill	Tornado Shot	20	25									1	dgry	arrm	boqm									0	0	0
of Arrows	100	1	1	12	36	10				1	7	hit-skill	Arrow Hit Skill	2	10									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	24	48	20				1	7	hit-skill	Arrow Hit Skill	3	10									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	36		30				1	7	hit-skill	Arrow Hit Skill	4	10									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	48		40				1	7	hit-skill	Arrow Hit Skill	6	10									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	60		50				1	7	hit-skill	Arrow Hit Skill	8	10									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	80		65				1	7	hit-skill	Arrow Hit Skill	10	10									1	blac	arrm	boqm									0	0	0
of Strength	100	1	1	12	36	10				4	8	str		2	5											arrm	boqm									0	0	0
of Strength	100	1	1	24	48	20				4	8	str		6	10											arrm	boqm									0	0	0
of Strength	100	1	1	36	60	30				4	8	str		11	15											arrm	boqm									0	0	0
of Strength	100	1	1	48		40				4	8	str		16	25											arrm	boqm									0	0	0
of Strength	100	1	1	60		50				4	8	str		26	35											arrm	boqm									0	0	0
of Strength	100	1	1	80		65				4	8	str		36	50											arrm	boqm									0	0	0
of Dexterity	100	1	1	12	36	10				4	9	dex		2	5											arrm	boqm									0	0	0
of Dexterity	100	1	1	24	48	20				4	9	dex		6	10											arrm	boqm									0	0	0
of Dexterity	100	1	1	36	60	30				4	9	dex		11	15											arrm	boqm									0	0	0
of Dexterity	100	1	1	48		40				4	9	dex		16	25											arrm	boqm									0	0	0
of Dexterity	100	1	1	60		50				4	9	dex		26	35											arrm	boqm									0	0	0
of Dexterity	100	1	1	80		65				4	9	dex		36	50											arrm	boqm									0	0	0
of Vitality	100	1	1	12	36	10				4	10	vit		2	5											arrm	boqm									0	0	0
of Vitality	100	1	1	24	48	20				4	10	vit		6	10											arrm	boqm									0	0	0
of Vitality	100	1	1	36	60	30				4	10	vit		11	15											arrm	boqm									0	0	0
of Vitality	100	1	1	48		40				4	10	vit		16	25											arrm	boqm									0	0	0
of Vitality	100	1	1	60		50				4	10	vit		26	35											arrm	boqm									0	0	0
of Vitality	100	1	1	80		65				4	10	vit		36	50											arrm	boqm									0	0	0
of Energy	100	1	1	12	36	10				4	11	enr		2	5											arrm	boqm									0	0	0
of Energy	100	1	1	24	48	20				4	11	enr		6	10											arrm	boqm									0	0	0
of Energy	100	1	1	36	60	30				4	11	enr		11	15											arrm	boqm									0	0	0
of Energy	100	1	1	48		40				4	11	enr		16	25											arrm	boqm									0	0	0
of Energy	100	1	1	60		50				4	11	enr		26	35											arrm	boqm									0	0	0
of Energy	100	1	1	80		65				4	11	enr		36	50											arrm	boqm									0	0	0
of Life	100	1	1	12	36	10				2	12	hp		10	20											arrm	boqm									0	0	0
of Life	100	1	1	24	48	20				2	12	hp		21	30											arrm	boqm									0	0	0
of Substinence	100	1	1	36	60	30				2	12	hp		31	45											arrm	boqm									0	0	0
of Substinence	100	1	1	48		40				2	12	hp		46	60											arrm	boqm									0	0	0
of Vita	100	1	1	60		50				2	12	hp		61	80											arrm	boqm									0	0	0
of Vita	100	1	1	80		65				2	12	hp		81	100											arrm	boqm									0	0	0
of Targeting	100	1	1	35	45	28				2	13	deadly		10	15									1	cred	arrm	boqm									0	0	0
of Targeting	100	1	1	45		37				2	13	deadly		16	20									1	cred	arrm	boqm									0	0	0
of Targeting	100	1	1	60		48				2	13	deadly		21	25									1	cred	arrm	boqm									0	0	0
of Targeting	100	1	1	75		61				1	13	deadly		26	30									1	cred	arrm	boqm									0	0	0
of Mauling	100	1	1	35	45	28				2	13	crush		10	15									1	cred	arrm	boqm									0	0	0
of Mauling	100	1	1	45		37				2	13	crush		16	20									1	cred	arrm	boqm									0	0	0
of Mauling	100	1	1	60		48				2	13	crush		21	25									1	cred	arrm	boqm									0	0	0
of Mauling	100	1	1	75		61				1	13	crush		26	30									1	cred	arrm	boqm									0	0	0
of Wounding	100		1	35	45	28				2	13	openwounds		20	30									1	cred	arrm	boqm									0	0	0
of Wounding	100		1	45		37				2	13	openwounds		31	40									1	cred	arrm	boqm									0	0	0
of Wounding	100		1	60		48				2	13	openwounds		41	55									1	cred	arrm	boqm									0	0	0
of Wounding	100		1	75		61				1	13	openwounds		56	70									1	cred	arrm	boqm									0	0	0
of Sentence	100	1	1	12	36	10				1	14	pierce-fire		1	2											arrm	boqm									0	0	0
of Sentence	100	1	1	24	48	20				1	14	pierce-fire		3	4											arrm	boqm									0	0	0
of Sentence	100	1	1	36	60	30				1	14	pierce-fire		5	6											arrm	boqm									0	0	0
of Sentence	100	1	1	48		40				1	14	pierce-fire		7	8											arrm	boqm									0	0	0
of Sentence	100	1	1	60		50				1	14	pierce-fire		9	11											arrm	boqm									0	0	0
of Sentence	100	1	1	80		65				1	14	pierce-fire		12	15											arrm	boqm									0	0	0
of Sentence	100	1	1	12	36	10				1	14	pierce-cold		1	2											arrm	boqm									0	0	0
of Sentence	100	1	1	24	48	20				1	14	pierce-cold		3	4											arrm	boqm									0	0	0
of Sentence	100	1	1	36	60	30				1	14	pierce-cold		5	6											arrm	boqm									0	0	0
of Sentence	100	1	1	48		40				1	14	pierce-cold		7	8											arrm	boqm									0	0	0
of Sentence	100	1	1	60		50				1	14	pierce-cold		9	11											arrm	boqm									0	0	0
of Sentence	100	1	1	80		65				1	14	pierce-cold		12	15											arrm	boqm									0	0	0
of Sentence	100	1	1	12	36	10				1	14	pierce-ltng		1	2											arrm	boqm									0	0	0
of Sentence	100	1	1	24	48	20				1	14	pierce-ltng		3	4											arrm	boqm									0	0	0
of Sentence	100	1	1	36	60	30				1	14	pierce-ltng		5	6											arrm	boqm									0	0	0
of Sentence	100	1	1	48		40				1	14	pierce-ltng		7	8											arrm	boqm									0	0	0
of Sentence	100	1	1	60		50				1	14	pierce-ltng		9	11											arrm	boqm									0	0	0
of Sentence	100	1	1	80		65				1	14	pierce-ltng		12	15											arrm	boqm									0	0	0
of Sentence	100	1	1	12	36	10				1	14	pierce-pois		1	2											arrm	boqm									0	0	0
of Sentence	100	1	1	24	48	20				1	14	pierce-pois		3	4											arrm	boqm									0	0	0
of Sentence	100	1	1	36	60	30				1	14	pierce-pois		5	6											arrm	boqm									0	0	0
of Sentence	100	1	1	48		40				1	14	pierce-pois		7	8											arrm	boqm									0	0	0
of Sentence	100	1	1	60		50				1	14	pierce-pois		9	11											arrm	boqm									0	0	0
of Sentence	100	1	1	80		65				1	14	pierce-pois		12	15											arrm	boqm									0	0	0
of Strength	100	1	1	12	36	10				4	15	strpercent		1	2											boqm										0	0	0
of Strength	100	1	1	24	48	20				4	15	strpercent		3	4											boqm										0	0	0
of Strength	100	1	1	36	60	30				4	15	strpercent		5	6											boqm										0	0	0
of Strength	100	1	1	48		40				4	15	strpercent		7	8											boqm										0	0	0
of Strength	100	1	1	60		50				4	15	strpercent		9	11											boqm										0	0	0
of Strength	100	1	1	80		65				4	15	strpercent		12	15											boqm										0	0	0
of Dexterity	100	1	1	12	36	10				4	15	dexpercent		1	2											arrm										0	0	0
of Dexterity	100	1	1	24	48	20				4	15	dexpercent		3	4											arrm										0	0	0
of Dexterity	100	1	1	36	60	30				4	15	dexpercent		5	6											arrm										0	0	0
of Dexterity	100	1	1	48		40				4	15	dexpercent		7	8											arrm										0	0	0
of Dexterity	100	1	1	60		50				4	15	dexpercent		9	11											arrm										0	0	0
of Dexterity	100	1	1	80		65				4	15	dexpercent		12	15											arrm										0	0	0
of Energy	100	1	1	12	36	10				4	15	enepercent		1	2											arrm	boqm									0	0	0
of Energy	100	1	1	24	48	20				4	15	enepercent		3	4											arrm	boqm									0	0	0
of Energy	100	1	1	36	60	30				4	15	enepercent		5	6											arrm	boqm									0	0	0
of Energy	100	1	1	48		40				4	15	enepercent		7	8											arrm	boqm									0	0	0
of Energy	100	1	1	60		50				4	15	enepercent		9	11											arrm	boqm									0	0	0
of Energy	100	1	1	80		65				4	15	enepercent		12	15											arrm	boqm									0	0	0
of All Attributes	100	1	1	36	60	30				2	18	all-stats-percent		1	2											arrm	boqm									0	0	0
of All Attributes	100	1	1	48	80	40				2	18	all-stats-percent		3	4											arrm	boqm									0	0	0
of All Attributes	100	1	1	60		50				1	18	all-stats-percent		5	7											arrm	boqm									0	0	0
of All Attributes	100	1	1	80		65				1	18	all-stats-percent		8	10											arrm	boqm									0	0	0
of Regeneration	100	1	1	12	36	10				4	19	regen		6	10									1	lred	arrm	boqm									0	0	0
of Regeneration	100	1	1	24	48	20				4	19	regen		11	15									1	lred	arrm	boqm									0	0	0
of Regeneration	100	1	1	36	60	30				4	19	regen		16	30									1	dred	arrm	boqm									0	0	0
of Regeneration	100	1	1	48		40				4	19	regen		31	60									1	dred	arrm	boqm									0	0	0
of Regeneration	100	1	1	60		50				2	19	regen		61	100									1	cred	arrm	boqm									0	0	0
of Regeneration	100	1	1	80		65				2	19	regen		101	150									1	cred	arrm	boqm									0	0	0
of Health	100	1	1	12	36	10				4	20	red-dmg		1	2									1	lred	arrm	boqm									0	0	0
of Protection	100	1	1	24	48	20				4	20	red-dmg		3	4									1	lred	arrm	boqm									0	0	0
of Absorption	100	1	1	36	60	30				4	20	red-dmg		5	7									1	dred	arrm	boqm									0	0	0
of Life	100	1	1	48		40				4	20	red-dmg		8	12									1	dred	arrm	boqm									0	0	0
of Anima	100	1	1	60		50				2	20	red-dmg		13	20									1	cred	arrm	boqm									0	0	0
of Life Everlasting	100	1	1	80		65				1	20	red-dmg		21	25									1	cred	arrm	boqm									0	0	0
of Warding	100	1	1	12	36	10				4	21	red-mag		1	2									1	lblu	arrm	boqm									0	0	0
of the Sentinel	100	1	1	24	48	20				4	21	red-mag		3	4									1	dblu	arrm	boqm									0	0	0
of Guarding	100	1	1	36	60	30				4	21	red-mag		5	7									1	dblu	arrm	boqm									0	0	0
of Negation	100	1	1	48		40				4	21	red-mag		8	12									1	cblu	arrm	boqm									0	0	0
of Nullifying	100	1	1	60		50				2	21	red-mag		13	20									1	cblu	arrm	boqm									0	0	0
of the Anti Mage	100	1	1	80		65				1	21	red-mag		21	25									1	cblu	arrm	boqm									0	0	0
of the Leech	100	1	1	48		40				2	22	lifesteal		2	4									1	cred	arrm	boqm									0	0	0
of the Locust	100	1	1	60		50				2	22	lifesteal		5	7									1	cred	arrm	boqm									0	0	0
of the Lamprey	100	1	1	80		65				1	22	lifesteal		8	10									1	cred	arrm	boqm									0	0	0
of the Bat	100	1	1	48		40				2	23	manasteal		2	4									1	cblu	arrm	boqm									0	0	0
of the Wraith	100	1	1	60		50				2	23	manasteal		5	7									1	cblu	arrm	boqm									0	0	0
of the Vampire	100	1	1	80		65				1	23	manasteal		8	10									1	cblu	arrm	boqm									0	0	0
of the Sky	100	1	1	36	60	30				2	24	all-stats		5	10											arrm	boqm									0	0	0
of the Stars	100	1	1	48	80	40				2	24	all-stats		11	15											arrm	boqm									0	0	0
of the Heavens	100	1	1	60		50				1	24	all-stats		16	20											arrm	boqm									0	0	0
of the Zodiac	100	1	1	80		65				1	24	all-stats		21	30											arrm	boqm									0	0	0
of Readiness	100	1	1	36		30				2	25	swing2		10	10											arrm	boqm									0	0	0
of Alacrity	100	1	1	48		40				2	25	swing2		15	15											arrm	boqm									0	0	0
of Swiftness	100	1	1	60		50				1	25	swing2		20	20											arrm	boqm									0	0	0
of Quickness	100	1	1	80		65				1	25	swing2		30	30											arrm	boqm									0	0	0
of Readiness	100	1	1	36		30				2	26	move2		5	5											arrm	boqm									0	0	0
of Alacrity	100	1	1	48		40				2	26	move2		10	10											arrm	boqm									0	0	0
of Swiftness	100	1	1	60		50				1	26	move2		15	15											arrm	boqm									0	0	0
of Quickness	100	1	1	80		65				1	26	move2		20	20											arrm	boqm									0	0	0
ChitNor	100	1	1	1		1				1	101	randomize		1	120											chw1	cha1									0	0	0
ChitNM	100	1	1	1		1				1	101	randomize		1	120											chw2	cha2									0	0	0
ChitHell	100	1	1	1		1				1	101	randomize		1	120											chw3	cha3									0	0	0
RndStone	100	1	1	1		1				1	101	randomize		1	511											rstn										0	0	0
of Sentence	100	1	1	72		48				4	37	pierce-fire		1	3											jewl										0	0	0
of Sentence	100	1	1	85		60				2	37	pierce-fire		3	5											jewl										0	0	0
of Sentence	100	1	1	72		48				4	37	pierce-cold		1	3											jewl										0	0	0
of Sentence	100	1	1	85		60				2	37	pierce-cold		3	5											jewl										0	0	0
of Sentence	100	1	1	72		48				4	37	pierce-ltng		1	3											jewl										0	0	0
of Sentence	100	1	1	85		60				2	37	pierce-ltng		3	5											jewl										0	0	0
of Sentence	100	1	1	72		48				4	37	pierce-pois		1	3											jewl										0	0	0
of Sentence	100	1	1	85		60				2	37	pierce-pois		3	5											jewl										0	0	0
of Emphasis	100	1	1	64		42				4	37	extra-fire		2	4											jewl										0	0	0
of Emphasis	100	1	1	80		55				2	37	extra-fire		5	8											jewl										0	0	0
of Emphasis	100	1	1	64		42				4	37	extra-cold		2	4											jewl										0	0	0
of Emphasis	100	1	1	80		55				2	37	extra-cold		5	8											jewl										0	0	0
of Emphasis	100	1	1	64		42				4	37	extra-ltng		2	4											jewl										0	0	0
of Emphasis	100	1	1	80		55				2	37	extra-ltng		5	8											jewl										0	0	0
of Emphasis	100	1	1	64		42				4	37	extra-pois		2	4											jewl										0	0	0
of Emphasis	100	1	1	80		55				2	37	extra-pois		5	8											jewl										0	0	0
of Emphasis	100	1	1	64		42				4	37	extra-mag2		2	4											jewl										0	0	0
of Emphasis	100	1	1	80		55				2	37	extra-mag2		5	8											jewl										0	0	0
of Emphasis	100	1	1	64		42				4	37	extra-wind		2	4											jewl										0	0	0
of Emphasis	100	1	1	80		55				2	37	extra-wind		5	8											jewl										0	0	0
of Command	100	1	1	64		42				4	37	extra-summ		2	4											jewl										0	0	0
of Command	100	1	1	80		55				2	37	extra-summ		5	8											jewl										0	0	0
of the Pyromancer	100	1	1	42	60	42				4	63	extra-fire		5	10									1	dred	staf	mana	h2h	orb	dclb						0	0	0
of the Pyromancer	100	1	1	48		48				4	63	extra-fire		11	15									1	dred	staf	mana	h2h	orb	dclb						0	0	0
