description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gfg					useitem				gem-r			1	1	gem-g			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gfr					useitem				gem-r			1	1	gem-r			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gfw					useitem				gem-r			1	1	gem-w			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	skf					useitem				gem-r			1	1	gem-s			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gfk					useitem				gem-r			1	1	gem-k			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gsv					useitem				gem-r			1	1	gem-v			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gsy					useitem				gem-r			1	1	gem-y			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gsb					useitem				gem-r			1	1	gem-b			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gsg					useitem				gem-r			1	1	gem-g			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gsr					useitem				gem-r			1	1	gem-r			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gsw					useitem				gem-r			1	1	gem-w			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	sku					useitem				gem-r			1	1	gem-s			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gsk					useitem				gem-r			1	1	gem-k			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gzv					useitem				gem-r			1	1	gem-v			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gly					useitem				gem-r			1	1	gem-y			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	glb					useitem				gem-r			1	1	gem-b			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	glg					useitem				gem-r			1	1	gem-g			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	glr					useitem				gem-r			1	1	gem-r			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	glw					useitem				gem-r			1	1	gem-w			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	skl					useitem				gem-r			1	1	gem-s			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gzk					useitem				gem-r			1	1	gem-k			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gpv					useitem				gem-r			1	1	gem-v			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gpy					useitem				gem-r			1	1	gem-y			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gpb					useitem				gem-r			1	1	gem-b			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gpg					useitem				gem-r			1	1	gem-g			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gpr					useitem				gem-r			1	1	gem-r			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gpw					useitem				gem-r			1	1	gem-w			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	skz					useitem				gem-r			1	1	gem-s			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gpk					useitem				gem-r			1	1	gem-k			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gvb					useitem				gem-r			1	1	gem-v			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gyb					useitem				gem-r			1	1	gem-y			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gbb					useitem				gem-r			1	1	gem-b			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	ggb					useitem				gem-r			1	1	gem-g			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	grb					useitem				gem-r			1	1	gem-r			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gwb					useitem				gem-r			1	1	gem-w			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	skb					useitem				gem-r			1	1	gem-s			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	gbk					useitem				gem-r			1	1	gem-k			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	6gv					useitem				gem-r			1	1	gem-v			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	6gy					useitem				gem-r			1	1	gem-y			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	6gb					useitem				gem-r			1	1	gem-b			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	6gg					useitem				gem-r			1	1	gem-g			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	6gr					useitem				gem-r			1	1	gem-r			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	6gw					useitem				gem-r			1	1	gem-w			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	6sk					useitem				gem-r			1	1	gem-s			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcr	6gk					useitem				gem-r			1	1	gem-k			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	skc					useitem				gem-w			1	1	gem-s			1	1																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gck					useitem				gem-w			1	1	gem-k			1	1																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gfv					useitem				gem-w			1	1	gem-v			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gfy					useitem				gem-w			1	1	gem-y			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gfb					useitem				gem-w			1	1	gem-b			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gfg					useitem				gem-w			1	1	gem-g			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gfr					useitem				gem-w			1	1	gem-r			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gfw					useitem				gem-w			1	1	gem-w			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	skf					useitem				gem-w			1	1	gem-s			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gfk					useitem				gem-w			1	1	gem-k			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gsv					useitem				gem-w			1	1	gem-v			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gsy					useitem				gem-w			1	1	gem-y			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gsb					useitem				gem-w			1	1	gem-b			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gsg					useitem				gem-w			1	1	gem-g			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gsr					useitem				gem-w			1	1	gem-r			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gsw					useitem				gem-w			1	1	gem-w			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	sku					useitem				gem-w			1	1	gem-s			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gsk					useitem				gem-w			1	1	gem-k			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gzv					useitem				gem-w			1	1	gem-v			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gly					useitem				gem-w			1	1	gem-y			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	glb					useitem				gem-w			1	1	gem-b			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	glg					useitem				gem-w			1	1	gem-g			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	glr					useitem				gem-w			1	1	gem-r			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	glw					useitem				gem-w			1	1	gem-w			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	skl					useitem				gem-w			1	1	gem-s			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gzk					useitem				gem-w			1	1	gem-k			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gpv					useitem				gem-w			1	1	gem-v			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gpy					useitem				gem-w			1	1	gem-y			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gpb					useitem				gem-w			1	1	gem-b			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gpg					useitem				gem-w			1	1	gem-g			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gpr					useitem				gem-w			1	1	gem-r			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gpw					useitem				gem-w			1	1	gem-w			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	skz					useitem				gem-w			1	1	gem-s			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gpk					useitem				gem-w			1	1	gem-k			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gvb					useitem				gem-w			1	1	gem-v			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gyb					useitem				gem-w			1	1	gem-y			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gbb					useitem				gem-w			1	1	gem-b			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	ggb					useitem				gem-w			1	1	gem-g			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	grb					useitem				gem-w			1	1	gem-r			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gwb					useitem				gem-w			1	1	gem-w			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	skb					useitem				gem-w			1	1	gem-s			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	gbk					useitem				gem-w			1	1	gem-k			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	6gv					useitem				gem-w			1	1	gem-v			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	6gy					useitem				gem-w			1	1	gem-y			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	6gb					useitem				gem-w			1	1	gem-b			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	6gg					useitem				gem-w			1	1	gem-g			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	6gr					useitem				gem-w			1	1	gem-r			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	6gw					useitem				gem-w			1	1	gem-w			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	6sk					useitem				gem-w			1	1	gem-s			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gcw	6gk					useitem				gem-w			1	1	gem-k			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gck					useitem				gem-s			1	1	gem-k			1	1																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gfv					useitem				gem-s			1	1	gem-v			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gfy					useitem				gem-s			1	1	gem-y			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gfb					useitem				gem-s			1	1	gem-b			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gfg					useitem				gem-s			1	1	gem-g			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gfr					useitem				gem-s			1	1	gem-r			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gfw					useitem				gem-s			1	1	gem-w			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	skf					useitem				gem-s			1	1	gem-s			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gfk					useitem				gem-s			1	1	gem-k			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gsv					useitem				gem-s			1	1	gem-v			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gsy					useitem				gem-s			1	1	gem-y			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gsb					useitem				gem-s			1	1	gem-b			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gsg					useitem				gem-s			1	1	gem-g			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gsr					useitem				gem-s			1	1	gem-r			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gsw					useitem				gem-s			1	1	gem-w			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	sku					useitem				gem-s			1	1	gem-s			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gsk					useitem				gem-s			1	1	gem-k			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gzv					useitem				gem-s			1	1	gem-v			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gly					useitem				gem-s			1	1	gem-y			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	glb					useitem				gem-s			1	1	gem-b			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	glg					useitem				gem-s			1	1	gem-g			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	glr					useitem				gem-s			1	1	gem-r			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	glw					useitem				gem-s			1	1	gem-w			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	skl					useitem				gem-s			1	1	gem-s			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gzk					useitem				gem-s			1	1	gem-k			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gpv					useitem				gem-s			1	1	gem-v			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gpy					useitem				gem-s			1	1	gem-y			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gpb					useitem				gem-s			1	1	gem-b			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gpg					useitem				gem-s			1	1	gem-g			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gpr					useitem				gem-s			1	1	gem-r			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gpw					useitem				gem-s			1	1	gem-w			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	skz					useitem				gem-s			1	1	gem-s			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gpk					useitem				gem-s			1	1	gem-k			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gvb					useitem				gem-s			1	1	gem-v			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gyb					useitem				gem-s			1	1	gem-y			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gbb					useitem				gem-s			1	1	gem-b			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	ggb					useitem				gem-s			1	1	gem-g			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	grb					useitem				gem-s			1	1	gem-r			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gwb					useitem				gem-s			1	1	gem-w			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	skb					useitem				gem-s			1	1	gem-s			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	gbk					useitem				gem-s			1	1	gem-k			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	6gv					useitem				gem-s			1	1	gem-v			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	6gy					useitem				gem-s			1	1	gem-y			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	6gb					useitem				gem-s			1	1	gem-b			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	6gg					useitem				gem-s			1	1	gem-g			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	6gr					useitem				gem-s			1	1	gem-r			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	6gw					useitem				gem-s			1	1	gem-w			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	6sk					useitem				gem-s			1	1	gem-s			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	skc	6gk					useitem				gem-s			1	1	gem-k			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gfv					useitem				gem-k			1	1	gem-v			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gfy					useitem				gem-k			1	1	gem-y			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gfb					useitem				gem-k			1	1	gem-b			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gfg					useitem				gem-k			1	1	gem-g			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gfr					useitem				gem-k			1	1	gem-r			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gfw					useitem				gem-k			1	1	gem-w			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	skf					useitem				gem-k			1	1	gem-s			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gfk					useitem				gem-k			1	1	gem-k			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gsv					useitem				gem-k			1	1	gem-v			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gsy					useitem				gem-k			1	1	gem-y			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gsb					useitem				gem-k			1	1	gem-b			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gsg					useitem				gem-k			1	1	gem-g			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gsr					useitem				gem-k			1	1	gem-r			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gsw					useitem				gem-k			1	1	gem-w			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	sku					useitem				gem-k			1	1	gem-s			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gsk					useitem				gem-k			1	1	gem-k			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gzv					useitem				gem-k			1	1	gem-v			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gly					useitem				gem-k			1	1	gem-y			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	glb					useitem				gem-k			1	1	gem-b			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	glg					useitem				gem-k			1	1	gem-g			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	glr					useitem				gem-k			1	1	gem-r			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	glw					useitem				gem-k			1	1	gem-w			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	skl					useitem				gem-k			1	1	gem-s			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gzk					useitem				gem-k			1	1	gem-k			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gpv					useitem				gem-k			1	1	gem-v			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gpy					useitem				gem-k			1	1	gem-y			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gpb					useitem				gem-k			1	1	gem-b			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gpg					useitem				gem-k			1	1	gem-g			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gpr					useitem				gem-k			1	1	gem-r			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gpw					useitem				gem-k			1	1	gem-w			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	skz					useitem				gem-k			1	1	gem-s			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gpk					useitem				gem-k			1	1	gem-k			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gvb					useitem				gem-k			1	1	gem-v			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gyb					useitem				gem-k			1	1	gem-y			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gbb					useitem				gem-k			1	1	gem-b			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	ggb					useitem				gem-k			1	1	gem-g			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	grb					useitem				gem-k			1	1	gem-r			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gwb					useitem				gem-k			1	1	gem-w			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	skb					useitem				gem-k			1	1	gem-s			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	gbk					useitem				gem-k			1	1	gem-k			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	6gv					useitem				gem-k			1	1	gem-v			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	6gy					useitem				gem-k			1	1	gem-y			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	6gb					useitem				gem-k			1	1	gem-b			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	6gg					useitem				gem-k			1	1	gem-g			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	6gr					useitem				gem-k			1	1	gem-r			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	6gw					useitem				gem-k			1	1	gem-w			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	6sk					useitem				gem-k			1	1	gem-s			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gck	6gk					useitem				gem-k			1	1	gem-k			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gfy					useitem				gem-v			3	3	gem-y			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gfb					useitem				gem-v			3	3	gem-b			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gfg					useitem				gem-v			3	3	gem-g			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gfr					useitem				gem-v			3	3	gem-r			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gfw					useitem				gem-v			3	3	gem-w			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	skf					useitem				gem-v			3	3	gem-s			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gfk					useitem				gem-v			3	3	gem-k			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gsv					useitem				gem-v			3	3	gem-v			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gsy					useitem				gem-v			3	3	gem-y			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gsb					useitem				gem-v			3	3	gem-b			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gsg					useitem				gem-v			3	3	gem-g			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gsr					useitem				gem-v			3	3	gem-r			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gsw					useitem				gem-v			3	3	gem-w			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	sku					useitem				gem-v			3	3	gem-s			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gsk					useitem				gem-v			3	3	gem-k			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gzv					useitem				gem-v			3	3	gem-v			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gly					useitem				gem-v			3	3	gem-y			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	glb					useitem				gem-v			3	3	gem-b			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	glg					useitem				gem-v			3	3	gem-g			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	glr					useitem				gem-v			3	3	gem-r			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	glw					useitem				gem-v			3	3	gem-w			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	skl					useitem				gem-v			3	3	gem-s			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gzk					useitem				gem-v			3	3	gem-k			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gpv					useitem				gem-v			3	3	gem-v			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gpy					useitem				gem-v			3	3	gem-y			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gpb					useitem				gem-v			3	3	gem-b			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gpg					useitem				gem-v			3	3	gem-g			81	81																																																																										0
