index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
The Gavel of Pain	822	100	1			0	1	53	31	q24	Martel de Fer		5	5000								sock		2	2	tinkerflag2		25	35	hit-skill	Amplify Damage	5	30	gethit-skill	Iron Maiden	5	1	thorns		500	500	indestruct		1	1	dmg-norm		12	30	dmg%		130	160	charged	Amplify Damage	30	25									allskills		1	2		0
Bloodletter	823	100	1			0	1	38	25	q25	Gladius		5	5000	cred	cred						sock		2	2	tinkerflag2		25	35	dmg-norm		12	45	att		90	90	lifesteal		8	8	stamdrain		10	10	swing2		20	20	dmg%		140	140	skill	Sword Mastery	2	4	skill	Whirlwind	1	3	dur		30	30	allskills		1	2		0
Coldsteel Eye	824	100	1			0	1	39	25	q26	Cutlass		5	5000	dgry							sock		2	2	tinkerflag2		25	35	stupidity		1	1	slow		30	30	deadly		50	50	dur		50	50	dmg%		200	250	swing2		20	20	manasteal		6	6									allskills		1	2		0
Hexfire	825	100	1			0	1	41	23	q27	Shamshir		5	5000								sock		2	2	tinkerflag2		25	35	charged	SHydra	36	6	ignore-ac		1	1	res-fire		25	25	res-fire-max		10	10	dmg-norm		35	40	dmg%		140	160	fireskill		3	3									allskills		1	2		0
Blade of Ali Baba	826	100	1			0	1	43	35	q28	Tulwar		5	5000	cred	cred						sock		2	2	tinkerflag2		25	35	gold%/lvl	20			mag%/lvl	8			mana		15	15	dmg%		60	120	dex		5	15																	allskills		1	2		0
Ginther's Rift	827	100	1			0	1	45	25	q29	Dimensional Blade		5	5000	cblu							sock		2	2	tinkerflag2		25	35	red-mag		7	12	swing2		30	30	rep-dur	20			dur		40	40	dmg-mag		50	120	dmg%		100	150													allskills		1	2		0
Headstriker	828	100	1			0	1	47	27	q30	Battle Sword		5	5000	bwht	bwht						sock		2	2	tinkerflag2		25	35	str		15	15	deadly/lvl	12			dmg/lvl	8			dmg%		150	150																					allskills		1	2		0
Plague Bearer	829	100	1			0	1	49	28	q31	Rune Sword		5	5000								sock		2	2	tinkerflag2		25	35	hit-skill	Poison Nova	5	4	dmg-pois	200	384	384	dmg-norm		10	45	dmg%		150	150	res-pois		45	45	skill	Rabies	5	5													allskills		1	2		0
The Atlantian	830	100	1			0	1	50	29	q32	Ancient Sword		5	5000	lblu	lblu						sock		2	2	tinkerflag2		25	35	dur		100	100	ac		75	75	str		16	16	dex		12	12	vit		8	8	dmg%		200	250	pal		2	2	att%		50	50					allskills		1	2		0
Crainte Vomir	831	100	1			0	1	50	29	q33	Espadon		5	5000	lgld							sock		2	2	tinkerflag2		25	35	slow		35	35	dmg-ac		-70	-70	move2		20	20	red-dmg%		10	10	dmg%		160	200	swing3		50	50													allskills		1	2		0
Bing Sz Wang	832	100	1			0	1	51	30	q34	Dacian Falx		5	5000								sock		2	2	tinkerflag2		25	35	ease		-30	-30	dmg-cold	75	50	140	str		20	20	freeze		2	2	hit-skill	ctcFrozen Orb	5	3	dmg%		130	160													allskills		1	2		0
The Vile Husk	833	100	1			0	1	52	30	q35	Tusk Sword		5	5000	dgry	dgry						sock		2	2	tinkerflag2		25	35	hit-skill	Amplify Damage	10	45	dmg-und/lvl	60			res-pois		50	50	dmg-pois	150	426	426	dmg%		150	200	att-und/lvl	20															allskills		1	2		0
Cloudcrack	834	100	1			0	1	53	31	q36	Gothic Sword		5	5000								sock		2	2	tinkerflag2		25	35	hit-skill	ctcFist of the Heavens	6	7	dmg-ltng		1	240	ac		30	30	light		2	2	res-ltng-max		10	10	dmg%		150	200	light-thorns		15	15	skilltab	10	2	2	skilltab	11	2	2	allskills		1	2		0
Todesfaelle Flamme	835	100	1			0	1	54	32	q37	Zweihander		5	5000								sock		2	2	tinkerflag2		25	35	dmg-fire		50	200	res-fire		40	40	abs-fire		10	10	att-skill	Fire Ball	10	6	dmg%		120	160	charged	Enchant	45	10	charged	SFire Wall	20	10									allskills		1	2		0
Swordguard	836	100	1			0	1	55	33	q38	Executioner Sword		5	5000	bwht	bwht						sock		2	2	tinkerflag2		25	35	ease		-50	-50	ac/lvl	40			res-all		10	20	ac-miss		100	100	dmg-to-mana		30	30	dmg%		170	180	ac-hth		200	200	balance2		20	20	block		20	20	allskills		1	2		0
Spineripper	837	100	1			0	1	40	22	q39	Poignard		5	5000								sock		2	2	tinkerflag2		25	35	ignore-ac		1	1	lifesteal		8	8	swing3		15	15	dex		10	10	dmg%		200	240	dmg-norm		15	27	nec		1	1									allskills		1	2		0
Heart Carver	838	100	1			0	1	44	25	q40	Rondel		5	5000								sock		2	2	tinkerflag2		25	35	deadly		35	35	ignore-ac		1	1	dmg-norm		15	35	dmg%		190	240	skill	Find Item	4	4	skill	Find Potion	4	4	skill	Howl	4	4									allskills		1	2		0
Blackbog's Sharp	839	100	1			0	1	46	26	q41	Cinquedeas		5	5000								sock		2	2	tinkerflag2		25	35	slow		50	50	ac		50	50	dmg-norm		15	45	swing3		30	30	dmg-pois	250	500	500	skill	Poison Dagger	5	5	skill	Poison Explosion	4	4	skill	Poison Nova	4	4					allskills		1	2		0
Stormspike	840	100	1			0	1	49	28	q42	Stilleto		5	5000	cblu	cblu						sock		2	2	tinkerflag2		25	35	dmg-ltng		1	120	light-thorns		20	20	gethit-skill	Charged Bolt	25	3	dmg%		150	150	res-ltng/lvl	8																			allskills		1	2		0
The Impaler	841	100	1			0	1	39	21	q43	War Spear		5	5000	lred	lred						sock		2	2	tinkerflag2		25	35	ignore-ac		1	1	att		150	150	swing2		20	20	deadly		40	40	dmg%		140	170	skill	Spearstorm	5	5	skill	Dance of Death	3	3									allskills		1	2		0
Kelpie Snare	842	100	1			0	1	41	23	q44	Fuscina		5	5000								sock		2	2	tinkerflag2		25	35	slow		75	75	res-fire		50	50	hp/lvl	10			dmg-norm		30	50	str		10	10	dmg%		140	180													allskills		1	2		0
Soulfeast Tine	843	100	1			0	1	43	25	q45	War Fork		5	5000	lyel	lyel						sock		2	2	tinkerflag2		25	35	ease		-20	-20	lifesteal		7	7	manasteal		7	7	stamdrain		20	20	dmg%		150	190	att		150	250	dur		15	15									allskills		1	2		0
Hone Sundan	844	100	1			0	1	45	31	q46	Yari		5	5000								sock		4	4	tinkerflag2		25	35	dmg-norm		20	40	crush		45	45	rep-dur	10			dmg%		160	200																					allskills		1	2		0
Spire of Honor	845	100	1			0	1	47	33	q47	Lance		5	5000	lgry	lgry						sock		2	2	tinkerflag2		25	35	att%		25	25	regen		20	20	balance2		20	20	dmg-norm		20	40	dmg-dem/lvl	12			dmg%		150	200	skilltab	9	3	3	ac%		25	25					allskills		1	2		0
The Meat Scraper	846	100	1			0	1	49	28	q48	Lochaber Axe		5	5000	dred	dred						sock		2	2	tinkerflag2		25	35	dmg%		150	200	swing2		30	30	lifesteal		10	10	deadly		50	50	mag%		25	25	skilltab	13	3	3													allskills		1	2		0
Blackleach Blade	847	100	1			0	1	50	29	q49	Bill		5	5000	blac	blac						sock		2	2	tinkerflag2		25	35	ease		-25	-25	hit-skill	Weaken	5	5	light		-2	-2	lifesteal		8	8	dmg/lvl	10			dmg%		100	140													allskills		1	2		0
Athena's Wrath	848	100	1			0	1	50	29	q50	Battle Scythe		5	5000								sock		2	2	tinkerflag2		25	35	dru		1	3	dex		15	15	swing2		30	30	hp/lvl	8			dmg/lvl	8			dmg%		150	180													allskills		1	2		0
Pierre Tombale Couant	849	100	1			0	1	51	30	q51	Partizan		5	5000	lgld	lgld						sock		2	2	tinkerflag2		25	35	deadly		55	55	bar		3	3	balance2		30	30	manasteal		6	6	dmg-norm		12	20	dmg%		160	220	att		100	200									allskills		1	2		0
Husoldal Evo	850	100	1			0	1	52	30	q52	Bec-de-Corbin		5	5000								sock		2	2	tinkerflag2		25	35	regen		20	20	att		200	250	dmg-norm		20	32	dmg%		160	200	swing2		20	20																	allskills		1	2		0
Grim's Burning Dead	851	100	1			0	1	52	31	q53	Grim Scythe		5	5000	cred	cred						sock		2	2	tinkerflag2		25	35	dmg-fire		131	232	res-fire		45	45	dmg%		140	180	thorns		8	8	ease		-50	-50	nec		3	3	reduce-ac		50	50	ac%		20	20	att		200	250	allskills		1	2		0
Razorswitch	852	100	1			0	1	36	21	q54	Jo Stalf		5	5000	lpur							sock		2	2	tinkerflag2		25	35	cast3		30	30	thorns		15	15	mana		175	175	hp		80	80	red-mag		15	15	res-all		50	50	allskills		1	1									allskills		1	2		0
Ribcracker	853	100	1			0	1	39	31	q55	Quarterstaff		5	5000	lblu	lblu						sock		2	2	tinkerflag2		25	35	dmg-norm		30	65	dmg%		200	300	crush		50	50	dex		15	15	ac		100	100	ac%		100	100	balance2		50	50	swing2		50	50	dur		100	100	allskills		1	2		0
Chromatic Ire	854	100	1			0	1	43	25	q56	Cedar Staff		5	5000								sock		2	2	tinkerflag2		25	35	sor		3	3	res-all		20	40	cast1		20	20	light-thorns		20	20	hp%		20	25	skill	Fire Mastery	1	1	skill	370	1	1	skill	Lightning Mastery	1	1					allskills		1	2		0
Warpspear	855	100	1			0	1	47	27	q57	Gothic Staff		5	5000	cblu	cblu						sock		2	2	tinkerflag2		25	35	sor		3	3	ignore-ac		1	1	skill	Energy Shield	3	3	skill	Teleport	3	3	skill	Telekinesis	3	3	ac-miss		250	250													allskills		1	2		0
Skullcollector	856	100	1			0	1	49	28	q58	Rune Staff		5	5000	blac	blac						sock		2	2	tinkerflag2		25	35	mana%		20	20	mana-kill		20	20	allskills		2	2	mag%/lvl	8																							allskills		1	2		0
Skystrike	857	100	1			0	1	36	21	q59	Edge Bow		5	5000								sock		2	2	tinkerflag2		25	35	dmg-ltng		1	250	att		100	100	enr		10	10	swing3		30	30	dmg%		150	200	hit-skill	ctcMeteor	2	6	ama		1	1									allskills		1	2		0
Riphook	858	100	1			0	1	39	22	q60	Razor Bow		5	5000	cred	cred						sock		2	2	tinkerflag2		25	35	deadly		30	30	dmg%		180	220	slow		30	30	mana		35	35	swing2		30	30	lifesteal		7	10													allskills		1	2		0
Kuko Shakaku	859	100	1			0	1	41	23	q61	CedarBow		5	5000	lpur	lpur						sock		2	2	tinkerflag2		25	35	skill	Immolation Arrow	3	3	explosivearrow		7	7	dmg%		150	180	pierce		50	50	dmg-fire		40	180	skilltab	0	3	3													allskills		1	2		0
Endlesshail	860	100	1			0	1	44	25	q62	Double Bow		5	5000								sock		2	2	tinkerflag2		25	35	res-cold		35	35	mana		40	40	ac-miss		50	50	skill	Strafe	3	5	dmg%		180	220	dmg-cold	75	15	30													allskills		1	2		0
Whichwild String	861	100	1			0	1	47	33	q63	Short Siege Bow		5	5000	lblu	lblu						sock		3	3	tinkerflag2		25	35	hit-skill	Amplify Damage	5	35	res-all		40	40	deadly/lvl	8			dmg%		150	170	magicarrow		20	20																	allskills		1	2		0
Cliffkiller	862	100	1			0	1	49	28	q64	Long Siege Bow		5	5000	dgld							sock		2	2	tinkerflag2		25	35	ama		2	2	dmg%		190	230	ac-miss		80	80	knock		1	1	hp		50	50	dmg-min		5	10	dmg-max		20	30									allskills		1	2		0
Magewrath	863	100	1			0	1	51	30	q65	Rune Bow		5	5000	oran							sock		2	2	tinkerflag2		25	35	manasteal		15	15	red-mag		9	13	skill	Guided Arrow	3	3	att		200	250	dex		10	10	stupidity		1	1	dmg-norm		25	50	dmg%		120	150	ama		1	1	allskills		1	2		0
Godstrike Arch	864	100	1			0	1	54	32	q66	Gothic Bow		5	5000	lgry	lgry						sock		2	2	tinkerflag2		25	35	dmg%		200	250	att%		100	150	dmg-undead		100	200	dmg-demon		100	200	hit-skill	ctcFist of the Heavens	5	7	swing2		50	50	regen		12	12									allskills		1	2		0
Langer Briser	865	100	1			0	1	40	22	q67	Arbalest		5	5000								sock		2	2	tinkerflag2		25	35	knock		1	1	dmg%		170	200	mag%		30	60	hp		30	30	dmg-max		10	30	crush		33	33	dmg-ltng		1	212									allskills		1	2		0
Pus Spiter	866	100	1			0	1	44	25	q68	Siege Crossbow		5	5000	cgrn	cgrn						sock		2	2	tinkerflag2		25	35	dmg-pois	200	192	192	hit-skill	Lower Resist	25	8	allskills		2	2	ease		-60	-60	gethit-skill	Poison Nova	9	6	swing2		10	10	dmg%		150	220	att/lvl	10							allskills		1	2		0
Buriza-Do Kyanon	867	100	1			0	1	59	41	q69	Balista		5	5000								sock		2	2	tinkerflag2		25	35	pierce		100	100	dex		35	35	ac		75	150	dmg/lvl	20			swing2		80	80	dmg%		150	200	freeze		3	3	dmg-cold	200	32	196					allskills		1	2		0
Demon Machine	868	100	1			0	1	57	34	q70	Chu-Ko-Nu		5	5000	blac	blac						sock		2	2	tinkerflag2		25	35	ac		321	321	mana		36	36	pierce		66	66	explosivearrow		6	6	dmg-max		66	66	dmg%		123	123	att		632	632									allskills		1	2		0
Peasent Crown	869	100	1			0	1	36	22	4ap	War Hat		3	5000	lgry							sock		2	2	tinkerflag2		25	35	enr		20	20	vit		20	20	allskills		1	1	move2		15	15	regen		6	12	ac%		100	100													allskills		1	2		0
Rockstopper	870	100	1			0	1	39	25	4kp	Sallet		3	5000								sock		2	2	tinkerflag2		25	35	res-ltng		20	40	red-dmg%		10	10	balance2		30	30	ac%		160	220	res-fire		20	50	res-cold		20	40	vit		15	15									allskills		1	2		0
Stealskull	871	100	1			0	1	43	25	4lm	Casque		3	5000								sock		2	2	tinkerflag2		25	35	manasteal		5	5	lifesteal		5	5	balance2		10	10	swing2		10	10	ac%		200	240	mag%		30	50													allskills		1	2		0
Darksight Helm	872	100	1			0	1	46	26	4hl	Basinet		3	5000	blac	blac						sock		2	2	tinkerflag2		25	35	light		-4	-4	ac/lvl	16			nofreeze		1	1	manasteal		5	5	gethit-skill	Dim Vision	6	3	oskill	Cloak of Shadows	5	5	res-fire		20	40									allskills		1	2		0
Valkiry Wing	873	100	1			0	1	52	30	4hm	Winged Helm		3	5000	lgld	lgld						sock		2	2	tinkerflag2		25	35	ac%		150	200	move2		20	20	balance2		20	20	ama		1	2	mana-kill		2	4	skill	Valkyrie	3	3	skill	Valkyrie Mastery	3	3									allskills		1	2		0
Crown of Thieves	874	100	1			0	1	57	34	4rn	Grand Crown		3	5000	dgld	dgld						sock		2	2	tinkerflag2		25	35	dex		25	25	lifesteal		9	12	hp		50	50	mana		35	35	res-fire		33	33	ac%		160	200	gold%		80	100									allskills		1	2		0
Blackhorn's Face	875	100	1			0	1	49	28	4sk	Death Mask		3	5000	blac	blac						sock		2	2	tinkerflag2		25	35	light-thorns		25	25	slow		20	20	abs-ltng		20	20	res-ltng		15	15	ac%		180	220																	allskills		1	2		0
Vampiregaze	876	100	1			0	1	49	41	4h9	Grim Helm		3	5000	cgrn	cgrn						sock		2	2	tinkerflag2		25	35	manasteal		6	8	lifesteal		6	8	stamdrain		15	15	red-dmg%		15	20	red-mag		10	15	ac%		100	100	dmg-cold	100	6	22									allskills		1	2		0
The Spirit Shroud	877	100	1			0	1	36	24	4ui	Ghost Armor		3	5000								sock		2	2	tinkerflag2		25	35	nofreeze		1	1	allskills		1	1	red-mag		7	11	regen		10	10	ac%		150	150																	allskills		1	2		0
Skin of the Vipermagi	878	100	1			0	1	37	29	4ea	SerpentSkin Armor		3	5000	dblu	dblu						sock		2	2	tinkerflag2		25	35	ac%		120	120	res-all		20	35	cast3		30	30	red-mag		9	13	allskills		1	1																	allskills		1	2		0
Skin of the Flayerd One	879	100	1			0	1	39	25	4la	Demonhide Armor		3	5000	lred	lred						sock		2	2	tinkerflag2		25	35	rep-dur	10			regen		15	25	dur		30	30	lifesteal		5	7	ac%		150	190	thorns		15	15													allskills		1	2		0
Ironpelt	880	100	1			0	1	41	25	4tu	Tresllised Armor		3	5000	dgry	dgry						sock		2	2	tinkerflag2		25	35	dur		125	125	hp		25	25	red-mag		10	16	red-dmg		10	15	ac/lvl	24			ac%		50	100													allskills		1	2		0
Spiritforge	881	100	1			0	1	43	25	4ng	Linked Mail		3	5000								sock		3	3	tinkerflag2		25	35	light		4	4	hp/lvl	10			dmg-fire		20	65	res-fire		5	5	ac%		120	160	str		15	15													allskills		1	2		0
Crow Caw	882	100	1			0	1	45	25	4cl	Tigulated Mail		3	5000								sock		2	2	tinkerflag2		25	35	deadly		35	35	ac%		150	180	dex		15	15	balance2		15	15	swing2		15	15																	allskills		1	2		0
Shaftstop	883	100	1			0	1	46	38	4hn	Mesh Armor		3	5000	dgry							sock		2	2	tinkerflag2		25	35	ac-miss		250	250	red-dmg%		30	30	hp		60	60	ac%		180	220																					allskills		1	2		0
Duriel's Shell	884	100	1			0	1	49	34	4rs	Cuirass		3	5000	oran	oran						sock		2	2	tinkerflag2		25	35	str		15	15	ac/lvl	10			hp/lvl	8			ac%		160	200	res-fire		20	20	res-ltng		20	20	res-pois		20	20	res-cold		50	50	nofreeze		1	1	allskills		1	2		0
Skullder's Ire	885	100	1			0	1	50	35	4pl	Russet Armor		3	5000								sock		2	2	tinkerflag2		25	35	allskills		1	1	mag%/lvl	10			ac%		160	200	dur		60	60	red-mag		10	10	rep-dur	20															allskills		1	2		0
Guardian Angel_lod	886	100	1			0	1	53	38	4lt	Templar Coat		3	5000	lgry	lgry						sock		2	2	tinkerflag2		25	35	light		4	4	pal		1	1	ac%		180	200	block2		30	30	res-all-max		15	15	att-dem/lvl	5			block		20	20									allskills		1	2		0
Toothrow	887	100	1			0	1	56	33	4ld	Sharktooth Armor		3	5000	whit	whit						sock		2	2	tinkerflag2		25	35	thorns		20	40	ac		40	60	str		10	10	crush		40	40	res-fire		15	15	ac%		160	220	dur		15	15									allskills		1	2		0
Atma's Wail	888	100	1			0	1	59	35	4th	Embossed Plate		3	5000								sock		2	2	tinkerflag2		25	35	dex		15	15	regen		10	10	mana%		15	15	balance2		30	30	ac/lvl	16			dur		50	50	ac%		120	160	mag%		20	20	allskills		1	1	allskills		1	2		0
Black Hades	889	100	1			0	1	61	37	4ul	Chaos Armor		3	5000								sock		4	4	tinkerflag2		25	35	light		-2	-2	att-demon		200	250	half-freeze		1	1					ac%		140	200	dmg-demon		30	60													allskills		1	2		0
Corpsemourn	890	100	1			0	1	63	38	4ar	Ornate Armor		3	5000	blac	blac						sock		2	2	tinkerflag2		25	35	str		20	20	vit		30	30	res-cold		35	35	gethit-skill	Iron Maiden	6	2	ac%		150	180	dmg-fire		24	72	oskill	Corpse Explosion	4	4	allskills		1	1					allskills		1	2		0
Que-Hegan's Wisdon	891	100	1			0	1	59	35	4tp	Mage Plate		3	5000								sock		3	3	tinkerflag2		25	35	cast2		20	20	mana-kill		3	3	red-mag		6	10	enr		15	15	balance2		20	20	ac%		140	160	allskills		1	1									allskills		1	2		0
Visceratuant	892	100	1			0	1	36	25	4uc	Defender		3	5000	dred							sock		2	2	tinkerflag2		25	35	sor		1	1	block2		30	30	block		30	30	ac%		100	150	light-thorns		10	10																	allskills		1	2		0
Mosers Blessed Circle	893	100	1			0	1	39	31	4ml	Round Shield		3	5000								sock		3	3	tinkerflag2		25	35	res-all		25	25	block		25	25	ac%		180	220	block2		30	30																					allskills		1	2		0
Stormchaser	894	100	1			0	1	43	25	4rg	Scutum		3	5000	cblu	cblu						sock		2	2	tinkerflag2		25	35	dmg-ltng		1	60	block		20	20	half-freeze		1	1	res-ltng		50	50	att		150	150	ac%		160	220	block2		10	10	gethit-skill	ctcBlizzard	4	6	gethit-skill	Tornado	4	5	allskills		1	2		0
Tiamat's Rebuke	895	100	1			0	1	46	26	4it	Dragon Shield		3	5000	lgry	lgry						sock		2	2	tinkerflag2		25	35	dmg-cold	150	27	53	dmg-fire		35	95	dmg-ltng		1	120	res-all		25	35	ac%		140	200	gethit-skill	Frost Nova	5	9	gethit-skill	Nova	5	7	gethit-skill	ctcHydra	3	6	dur		40	40	allskills		1	2		0
Kerke's Sanctuary	896	100	1			0	1	52	30	4ow	Pavise		3	5000	lgrn	lgrn						sock		2	2	tinkerflag2		25	35	red-dmg		11	16	red-mag		14	18	regen		15	15	ac%		180	240	allskills		1	1	block		30	30	res-all		20	30									allskills		1	2		0
Radimant's Sphere	897	100	1			0	1	58	35	4ts	Ancient Shield		3	5000								sock		2	2	tinkerflag2		25	35	dmg-pois	100	204	204	gethit-skill	Poison Nova	5	5	res-pois		75	75	ac%		160	200	block		20	20	block2		20	20	oskill	Poison Explosion	5	5	poisonskill		2	2					allskills		1	2		0
Lidless Wall	898	100	1			0	1	49	28	4sh	Grim Shield		3	5000	dgld	dgld						sock		2	2	tinkerflag2		25	35	light		1	1	allskills		1	1	cast2		20	20	mana-kill		3	5	ac%		80	130	enr		10	10	mana%		10	10									allskills		1	2		0
Lance Guard	899	100	1			0	1	43	25	4pk	Barbed Shield		3	5000								sock		2	2	tinkerflag2		25	35	hp		50	50	balance2		30	30	dmg-to-mana		15	15	thorns		47	47	ac%		70	120	deadly		20	20													allskills		1	2		0
Venom Grip	900	100	1			0	1	37	25	4lg	Demonhide Gloves		5	5000	dgrn							sock		2	2	tinkerflag2		25	35	res-pois		30	30	res-pois-max		5	5	pierce-pois		5	10	crush		5	5	lifesteal		5	5	ac		15	25	ac%		130	160									allskills		1	2		0
Gravepalm	901	100	1			0	1	39	25	4vg	Sharkskin Gloves		5	5000								sock		2	2	tinkerflag2		25	35	enr		10	10	str		10	10	dmg-undead		100	200	att-undead		100	200	ac%		140	180	skilltab	8	1	1													allskills		1	2		0
Ghoulhide	902	100	1			0	1	44	25	4mg	Heavy Bracers		5	5000								sock		2	2	tinkerflag2		25	35	att-und/lvl	16			dmg-und/lvl	16			manasteal		4	5	hp		20	20	ac%		150	190																	allskills		1	2		0
Lavagout	903	100	1			0	1	50	29	4tg	Battle Guantlets		5	5000	lyel							sock		2	2	tinkerflag2		25	35	res-fire		24	24	half-freeze		1	1	oskill	Enchant	3	5	swing2		20	20	ac%		150	200	dmg-fire		13	46	dur		20	20									allskills		1	2		0
Hellmouth	904	100	1			0	1	55	32	4hg	War Gauntlets		5	5000								sock		2	2	tinkerflag2		25	35	dmg-fire		15	72	abs-fire		15	15	ac%		150	200	dur		15	15	hit-skill	ctcMeteor	4	24	hit-skill	Firestorm	8	24	pierce-fire		5	10									allskills		1	2		0
Infernostride	905	100	1			0	1	37	25	4lb	Demonhide Boots		5	5000								sock		2	2	tinkerflag2		25	35	dmg-fire		12	33	move2		20	20	res-fire-max		10	10	res-fire		30	30	light		2	2	ac%		120	150	gold%		40	70	ac		15	15	gethit-skill	Blaze	5	8	allskills		1	2		0
Waterwalk	906	100	1			0	1	40	25	4vb	Sharkskin Boots		5	5000								sock		2	2	tinkerflag2		25	35	ac-miss		100	100	move2		20	20	dex		15	15	ac%		180	210	hp		45	65	stam		40	40	res-fire-max		5	5	regen-stam		50	50					allskills		1	2		0
Silkweave	907	100	1			0	1	44	25	4mb	Mesh Boots		5	5000								sock		2	2	tinkerflag2		25	35	ac%		150	190	mana-kill		5	5	ac-miss		200	200	mana%		10	10	move2		30	30																	allskills		1	2		0
Wartraveler	908	100	1			0	1	50	35	4tb	Battle Boots		5	5000								sock		2	2	tinkerflag2		25	35	vit		10	10	str		10	10	mag%		30	50	dur		30	30	move2		25	25	ac%		150	190	dmg-norm		15	25	thorns		5	10	stamdrain		40	40	allskills		1	2		0
Gorerider	909	100	1			0	1	55	39	4hb	War Boots		5	5000	dred							sock		2	2	tinkerflag2		25	35	ease		-25	-25	deadly		25	25	move2		30	30	crush		25	25	swing2		25	25	ac%		160	200	dur		10	10	stam		20	20					allskills		1	2		0
String of Ears	910	100	1			0	1	37	29	5lb	Demonhide Sash		5	5000	lred							sock		2	2	tinkerflag2		25	35	red-mag		10	15	red-dmg%		10	15	lifesteal		6	8	ac%		150	180	ac		15	15	dur		10	10													allskills		1	2		0
Razortail	911	100	1			0	1	39	25	5vb	Sharkskin Belt		5	5000								sock		2	2	tinkerflag2		25	35	thorns/lvl	8			dex		15	15	pierce		33	33	ac		15	15	ac%		120	150	dmg-max		10	10													allskills		1	2		0
Gloomstrap	912	100	1			0	1	45	25	5mb	Mesh Belt		5	5000								sock		2	2	tinkerflag2		25	35	light		-3	-3	mana%		15	15	manasteal		5	5	ac%		120	150	vit		15	15	regen-mana		15	15													allskills		1	2		0
Snowclash	913	100	1			0	1	49	29	5tb	Battle Belt		5	5000								sock		2	2	tinkerflag2		25	35	gethit-skill	ctcBlizzard	5	0	abs-cold		15	15	res-cold-max		15	15	dmg-cold	75	13	21	ac%		130	170	skill	Chilling Armor	2	2	skill	Glacial Spike	3	3	skill	Blizzard	2	2					allskills		1	2		0
Thudergod's Vigor	914	100	1			0	1	55	39	5hb	War Belt		5	5000								sock		2	2	tinkerflag2		25	35	gethit-skill	ctcFist of the Heavens	5	7	dmg-ltng		1	50	res-ltng-max		10	10	abs-ltng		20	20	ac%		160	200	vit		20	20	str		20	20	skill	Lightning Fury	3	3	skill	Lightning Strike	3	3	allskills		1	2		0
Harlequin Crest	915	100	1			0	1	69	55	uap	Shako		3	5000	cgrn	cgrn						sock		3	3	tinkerflag2		25	35	allskills		2	2	hp/lvl	12			mana/lvl	12			mag%		50	50	red-dmg%		10	10	str		2	2	dex		2	2	vit		2	2	enr		2	2	allskills		1	3		0
Veil of Steel_lod	916	100	1			0	1	77	58	uhm	Spired Helm		3	5000	lgry	lgry						sock		3	3	tinkerflag2		25	35	aura	Salvation	4	4	ac%		60	60	str		15	15	vit		15	15	light		-4	-4	dur		20	20	ac		140	140									allskills		1	3		0
The Gladiator's Bane	917	100	1			0	1	85	68	utu	Wire Fleece		3	5000	lgry	lgry						sock		3	3	tinkerflag2		25	35	ac%		150	200	red-mag		15	25	red-dmg		15	25	thorns		20	20	res-pois-len		50	50	dur		103	103	balance2		30	30	ac		50	50	nofreeze		1	1	allskills		1	3		0
Arkaine's Valor_lod	918	100	1			0	1	85	76	upl	Balrog Skin		3	5000	lred	lred						sock		3	3	tinkerflag2		25	35	ac%		150	180	balance2		30	30	allskills		1	2	red-dmg		10	15	vit/lvl	8																			allskills		1	3		0
Blackoak Shield	919	100	1			0	1	67	48	uml	Luna		3	5000								sock		3	3	tinkerflag2		25	35	dex/lvl	4			ac%		160	200	abs-cold/lvl	5			gethit-skill	Weaken	4	5	pierce-cold		10	15	hp/lvl	10			block2		50	50	nofreeze		1	1					allskills		1	3		0
Stormshield_lod	920	100	1			0	1	77	65	uit	Monarch		3	5000								sock		3	3	tinkerflag2		25	35	ac/lvl	30			red-dmg%		35	35	str		30	30	rep-dur	25			block2		35	35	res-ltng		25	25	block		25	25	res-cold		60	60	light-thorns		10	10	allskills		1	3		0
Hellslayer	921	100	1			0	1	71	52	7bt	Decapitator		5	5000	dred	dred						sock		2	2	tinkerflag2		25	35	str/lvl	4			vit/lvl	4			dmg%/lvl	24			dmg-fire		150	250	hp		25	25	dmg%		100	100	att-skill	Nova	10	30									allskills		1	3		0
Messerschmidt's Reaver_lod	922	100	1			0	1	75	56	7ga	Champion Axe		5	5000	blac	blac						sock		2	2	tinkerflag2		25	35	dmg%/lvl	20			dmg%		200	200	str		15	15	dex		15	15	vit		15	15	enr		15	15	dmg-fire		20	240	dur		25	25	att%		100	100	allskills		1	3		0
Baranar's Star	923	100	1			0	1	70	52	7mt	Devil Star		5	5000	lred	lred						sock		3	3	tinkerflag2		25	35	att%		200	200	dmg%		200	200	dex		15	15	str		15	15	swing2		50	50	dmg-ltng		1	400	dmg-fire		1	400	dmg-cold		1	400	oskill	Vengeance	10	10	allskills		1	3		0
